slno,refno,text,en_dmt,ta_gmt
733,vetalkatha_vetalkatha_L733,अतः सः मासम् यावत् शय्याम् आश्रितवान्।,"Therefore, he remained in bed for a month.  ",
734,vetalkatha_vetalkatha_L734,पुनः कदाचित् वृन्दावन् आस्थानवैद्यस्य पुत्रः विनाकारणम् हिमकरेण सह कलहम् कृत्वा तस्य उपरि शिलाखण्डम् क्षिप्तवान्।,"Again, once, the son of the court physician of Vṛndāvan, without any reason, having quarreled with the moon, threw a piece of rock on it.  ",
735,vetalkatha_vetalkatha_L735,एतस्मात् हिमकरस्य अधिकः व्रणः न जातः।,"Therefore, a larger wound of the moon did not occur.  ",
736,vetalkatha_vetalkatha_L736,परन्तु वैद्यस्य पुत्रः तस्मिन् दिने एव यदा सस्यानाम् जलसेचनम् कुर्वन् आसीत् तदा सर्पः तम् दंष्टवान्।,"However, on that very day, while the physician's son was irrigating the crops, a snake bit him.  ",
737,vetalkatha_vetalkatha_L737,तस्य पितुः वैद्यकीयसाहाय्येन सः जीवितवान्।,"With the medical assistance of his father, he lived.  ",
738,vetalkatha_vetalkatha_L738,एषः विषयः हिमकरेण ज्ञातः।,This topic was known by Himakara.  ,
739,vetalkatha_vetalkatha_L739,चारुमती अतीव सुन्दरी आसीत्।,Cārumatī was exceedingly beautiful.  ,
740,vetalkatha_vetalkatha_L740,"तस्याः विषये हिमकरस्य, भद्रवर्मणः च अनुरागः आसीत्।","Regarding her, Himakara and Bhadravarman both had affection.  ",
741,vetalkatha_vetalkatha_L741,कदाचित् ते त्रयः अपि महाराजस्य उद्याने विहारार्थम् गतवन्तः।,"Once, those three also went to the great king's garden for recreation.  ",
742,vetalkatha_vetalkatha_L742,तत्र विचित्रम् नाम अकाले आम्रवृक्षस्य उपरि एकम् फलम् आसीत्।,"There, on top of a mango tree out of season, was a single, extraordinary fruit.  ",
743,vetalkatha_vetalkatha_L743,"तत् फलम् दृष्टवती चारुमती - ""तत् फलम् आनीय ददातु इति तौ उभौ  अपि सूचितवती।""","Cārumatī saw that fruit and indicated to both of them, ""Bring that fruit and give it [to me].""  ",
744,vetalkatha_vetalkatha_L744,अनुक्षणम् एव भद्रवर्मा वृक्षम् आरोढुम् उद्युक्तः।,"Instantly, Bhadravarmā prepared to climb the tree.  ",
745,vetalkatha_vetalkatha_L745,हिमकरः अपि तत् फलम् चारुमत्यै दातुम् इच्छन् वृक्षम् आरोढुम् उद्युक्तः।,"Even Himakara, wishing to give that fruit to the beautiful lady, was ready to climb the tree.  ",
746,vetalkatha_vetalkatha_L746,तस्मिन् क्षणे सः किञ्चिद्दूरे मृतम् शुकम् एकम् दृष्टवान्।,"At that moment, he saw a dead parrot a little further away.  ",
747,vetalkatha_vetalkatha_L747,अनुक्षणम् एव सः आत्मना अधीतायाः परकायप्रवेशविद्यायाः साहाय्येन शुकस्य शरीरम् प्रविश्य वृक्षम् आरुह्य फलम् आनीतवान्।,"Instantly, with the help of the art of entering another's body, which he had learned, he entered the body of the parrot, climbed the tree, and brought the fruit.  ",
748,vetalkatha_vetalkatha_L748,पुनः स्वशरीरम् प्रविश्य फलम् चारुमत्यै दत्तवान्।,"Then, re-entering his own body, he gave the fruit to Cārumatī.  ",
749,vetalkatha_vetalkatha_L749,एतत् सर्वम् क्षणार्धे एव प्रवृत्तम्।,All of this happened in half a moment.  ,
750,vetalkatha_vetalkatha_L750,"एतत् दृष्टवान् भद्रवर्मा कोपम् असहमानः - ""भोः राजकुमार! एतत् तु अन्याय्यम् अस्ति।","Having seen this, Bhadravarman, unable to bear his anger, (said): ""O prince! This is unjust.""  ",
751,vetalkatha_vetalkatha_L751,वृक्षम् आरोढुम् भवतः क्षमता न अस्ति।,You do not have the ability to climb a tree.  ,
752,vetalkatha_vetalkatha_L752,अतः मन्त्रतन्त्रम् आश्रित्य भवान् फलम् आनीतवान्।,"Therefore, relying on mantra and tantra, you have brought about the fruit/result.  ",
753,vetalkatha_vetalkatha_L753,एतादृशम्  अनुचितम्  कार्यम्  कर्तुम्  किम्  भवतः लज्जा न भवति? क्षत्रियकुलजाताः कदापि कार्यसाधनार्थम्  वाममार्गम्  न आश्रयन्ति।,Are you not ashamed to do such an improper deed? Those born in the warrior class (kṣatriya-kula) never resort to dishonest means (vāmamārga) to accomplish their goals.  ,
754,vetalkatha_vetalkatha_L754,किन्तु भवता तदेव कृतम्।,But you did just that.  ,
755,vetalkatha_vetalkatha_L755,धिक् भवन्तम्।,Shame on you!  ,
756,vetalkatha_vetalkatha_L756,यदि धैर्यम् अस्ति तर्हि रणरङ्गे स्थित्वा युद्धम् करोतु।,"If there is courage, then stand on the battlefield and fight!  ",
757,vetalkatha_vetalkatha_L757,तदा एव क्षत्रियाणाम् महत्त्वम् प्रमाणितम् भवति।,"Then, the importance of the Kṣatriyas is proven.  ",
758,vetalkatha_vetalkatha_L758,"परन्तु कुयुक्त्या यत् क्रियते तत् वीरस्य शोभाकरम् न"" इति क्रोधमिश्रितस्वरेण उच्चैः वदन् वृक्षतः अवतरन् अधः पतितवान्।","""But that which is done by a bad stratagem is not an ornament for a hero,"" thus speaking loudly in a voice mixed with anger, he descended from the tree and fell down.  ",
759,vetalkatha_vetalkatha_L759,तदा भद्रवर्मणः पादस्य अस्थिभङ्गः जातः।,"Then, Bhadravarmā's foot suffered a fracture of the bone.  ",
760,vetalkatha_vetalkatha_L760,एतस्मात् कारणात् मासत्रयम् यावत् सः चलितुम् न शक्तवान्।,"For this reason, he was not able to walk for three months.  ",
761,vetalkatha_vetalkatha_L761,एतादृशघटनानन्तरम् हिमकरः ज्ञातवान् यत् - 'काचित् अदृष्टशक्तिः मम साहाय्यम् करोति।,"After such an event, Himakara realized that ""some unseen power is helping me.""  ",
762,vetalkatha_vetalkatha_L762,तस्मात् ये माम् निन्दन्ति तेषाम् दण्डनम् भवति।,"Therefore, those who criticize me will be punished.  ",
763,vetalkatha_vetalkatha_L763,एतावत् पर्यन्तम् प्रवृत्ताः घटनाः एव अत्र प्रमाणम्' इति।,"""Up to this point, the events that have occurred are the proof here.""  ",
764,vetalkatha_vetalkatha_L764,याः घटनाः घटिताः ताः सर्वाः काकतालीयाः न इति तस्य मनः वदति स्म।,His mind kept saying that all the events that had occurred were not coincidences (*kākatālīya*).  ,
765,vetalkatha_vetalkatha_L765,'माम् ये द्विषन्ति ते सर्वे कष्टम् अनुभविष्यन्ति' इति दृढविश्वासः हिमकरे उत्पन्नः।,"A firm conviction arose in Himakara: ""All those who hate me will experience suffering (kaṣṭam anubhaviṣyanti).""  ",
766,vetalkatha_vetalkatha_L766,"राजकुमारः मन्त्रिणः पुत्र्याम् चारुमत्याम् अनुरक्तः इति ज्ञातवान् राजा एकदा हिमकरम् उक्तवान् - ""भवतः पट्टाभिषेकः करणीयः इति चिन्तितवान् अस्मि अहम्।","The king, having learned that the prince was in love with Cārumatī, the daughter of a minister, once said to Himakara, ""I have decided that your coronation (*paṭṭābhiṣekaḥ*) should be done.""  ",
767,vetalkatha_vetalkatha_L767,तस्मिन् समये एव भवतः विवाहः भविष्यति चेदपि वरम् एव।,"Even if your marriage takes place at that very time, it will be excellent.  ",
768,vetalkatha_vetalkatha_L768,"एतस्मिन् विषये मन्त्रिणा सह चर्चाम् करोमि किम्?"" इति।","""In this matter, shall I hold a discussion with the minister?""  ",
769,vetalkatha_vetalkatha_L769,स्वपिता स्वस्य मनोभिलाषम् अवगतवान् इति ज्ञात्वा हिमकरः सम्मतिपूर्वकम् मन्दहासम् प्रकटितवान्।,"Having understood that his father was aware of his own mind's desire, Himakara revealed a gentle smile with approval.  ",
770,vetalkatha_vetalkatha_L770,अन्याम् राजकुमारीम् परिणयतु इति पिता अनुरोधम् न कृतवान् इत्यतः हिमकरः अतीव सन्तुष्टः अभवत्।,"Because his father did not request that he marry another princess, Himakara was very satisfied.  ",
771,vetalkatha_vetalkatha_L771,"एताम् शुभवार्ताम् चारुमतीम् श्रावयितुम् इच्छन् हिमकरः - ""सायङ्काले नदीविहारार्थम् आगच्छतु"" इति वार्ताम् चारुमत्यै प्रेषितवान्।","Desiring to convey this auspicious and pleasing news to Cārumatī, Himakara sent a message to Cārumatī saying, ""Come in the evening for a stroll on the river.""  ",
772,vetalkatha_vetalkatha_L772,एताम् वार्ताम् प्राप्तवती चारुमती सायङ्काले निश्चितसमये नदीसमीपम् आगतवती।,"Having received this news, Cārumatī came to the riverbank in the evening at the appointed time.  ",
773,vetalkatha_vetalkatha_L773,परन्तु अनिरीक्षितरूपेण भद्रवर्मा अपि तया सह नदीविहारार्थम् प्रस्थितवान् आसीत्।,"But, unexpectedly, Bhadravarmā also set out with her for a pleasure excursion on the river.  ",
774,vetalkatha_vetalkatha_L774,अतः त्रयः अपि उडुपेन लघुद्वीपम् प्रति प्रस्थितवन्तः।,"Therefore, all three set out in a boat toward a small island.  ",
775,vetalkatha_vetalkatha_L775,विहारम् समाप्य प्रत्यागमनसमये उभौ अपि स्वपितुः निर्णयम् श्रावितवान् हिमकरः।,"Having completed [their] sojourn, at the time of returning, both Himakara informed [him] of their father's decision.  ",
776,vetalkatha_vetalkatha_L776,एतम् विषयम् ज्ञात्वा भद्रवर्मा नितराम् सन्तुष्टः भविष्यति इति हिमकरः भावितवान् आसीत्।,"Hīmakara thought that Bhadravarmā, having known this subject, will be exceedingly satisfied.  ",
777,vetalkatha_vetalkatha_L777,यतः भद्रवर्मा अपि चारुमत्याम् अनुरक्तः अस्ति इति सः न जानाति स्म।,"Since Bhadravarmā is also attached to Cārumatī, he did not know this.  ",
778,vetalkatha_vetalkatha_L778,यदि तथा अज्ञास्यत् तर्हि तस्मिन् समये स्वविवाहविषयम् सः न अवदिष्यत् एव।,"If he had known that, then at that time, he would not have spoken about his own marriage.  ",
779,vetalkatha_vetalkatha_L779,भद्रवर्मा शीघ्रकोपी निर्भयः च।,Bhadravarmā [was] quick to anger and fearless.  ,
780,vetalkatha_vetalkatha_L780,"सः आघातकरम् एतम् विवाहप्रस्तावम् श्रुत्वा महता कोपेन हिमकरम् दूषितवान् - ""भवान् राजकुमारः इति कारणतः स्वस्य अधिकारस्य दुरुपयोगम् कुर्वन् अस्ति।","Having heard this offensive marriage proposal, he rebuked Himakara with great anger: ""Because you are a prince, you are misusing your authority.""  ",
781,vetalkatha_vetalkatha_L781,अहम् चारुमत्याम् अनुरक्तः इति भवान् जानन् अपि ताम् परिणेतुम् उद्युक्तः अस्ति।,"Even knowing that I am enamored of Cārumatī, you are intent on marrying her.  ",
782,vetalkatha_vetalkatha_L782,भवान् मित्रद्रोही।,You are a betrayer of friends!  ,
783,vetalkatha_vetalkatha_L783,भवतः पिता राजा।,The king is your father.  ,
784,vetalkatha_vetalkatha_L784,चारुमत्याः पिता मन्त्री।,Cārumatī's father is a minister.  ,
785,vetalkatha_vetalkatha_L785,अतः भवतः इच्छा पूरिता भविष्यति।,"Therefore, your wish will be fulfilled.  ",
786,vetalkatha_vetalkatha_L786,भवान् एतादृशः दुष्टः इति मया न ज्ञातम् आसीत्।,I did not know that you were such a wicked person.  ,
787,vetalkatha_vetalkatha_L787,यदि भवति क्षात्रधर्मः अस्ति तर्हि इदानीम् एव भवान् मया सह बाहुयुद्धम् करोतु।,"If you possess the *kṣātra dharma* (duty of a warrior), then right now, fight a wrestling match with me.  ",
788,vetalkatha_vetalkatha_L788,अधिकारबलात् तरुण्याः परिणयेन किम् वा साध्यते भवता? न किमपि।,"By the power of authority, what is accomplished by you through marrying a young woman? Nothing at all.  ",
789,vetalkatha_vetalkatha_L789,"मया सह युद्धम् कृत्वा स्वबाहुबलम् प्रमाणीकृत्य ताम् परिणयतु"" इति वदन् युद्धार्थम् आहूतवान्।","Having fought with me and proven your own arm-strength, marry her,"" thus speaking, he invited him to battle.  ",
790,vetalkatha_vetalkatha_L790,चारुमती एतत् सर्वम् पश्यन्ती अपि अपश्यन्ती इव निर्लिप्ता सती उपविष्टवती आसीत्।,"Chārumatī, seeing all this, sat down as if not seeing, remaining detached.  ",
791,vetalkatha_vetalkatha_L791,"हिमकरः कोपस्य निग्रहणम् कुर्वन्, 'अल्पे एव काले भद्रवर्मणः कोपः शान्तः भवेत्' इति चिन्तयन् मौनम् स्थितवान्।","Hīmakara, restraining his anger, remained silent, thinking, ""In a short time, Bhadravarman's anger will be pacified.""  ",
792,vetalkatha_vetalkatha_L792,परन्तु भद्रवर्मा क्रोधेन खड्गम् कोषात् आकृष्य युद्धार्थम् सिद्धः अभवत्।,"But Bhadravarmā, enraged, drew his sword from its sheath and became ready for battle.  ",
793,vetalkatha_vetalkatha_L793,'इतः परम् तूष्णीम् स्थित्वा न किमपि प्रयोजनम्' इति विचिन्त्य हिमकरः पूर्वतनघटनाः सर्वाः स्मरन् भद्रवर्मणः मणिबन्धम् दृढम् गृहीतवान्।,"Thinking, ""From now on, there is no use in remaining silent,"" Himakara, remembering all the previous events, firmly seized Bhadravarman's wrist.  ",
794,vetalkatha_vetalkatha_L794,परन्तु भद्रवर्मा अपि आवेशेन तस्य उपरि आक्रमणम् कर्तुम् प्रयत्नम् कृतवान्।,"However, Bhadravarman also tried to attack him with impetuosity.  ",
795,vetalkatha_vetalkatha_L795,तदा उडुपः जले निमज्जितः।,Then the raft sank in the water.  ,
796,vetalkatha_vetalkatha_L796,प्रथमम् एव नद्याम् पतिता चारुमती पृष्ठतः अदृष्ट्वा तीरम् प्रति तरितुम् उद्युक्ता।,"Chārumatī, having fallen into the river at the very beginning, and not seeing the bank behind her, endeavored to swim towards it.  ",
797,vetalkatha_vetalkatha_L797,हिमकरेण सह भद्रवर्मा अपि जले पतितवान्।,"Along with the moon-rayed one (i.e., the moon), Bhadravarmā also fell into the water.  ",
798,vetalkatha_vetalkatha_L798,भद्रवर्मणः कारणतः एव एतत् सर्वम् प्रवृत्तम् इति हिमकरः यदा चिन्तयन् आसीत् तदा उडुपस्य अग्रभागे तस्य शिरसः घट्टनम् जातम्।,"When Himakara was thinking that all this had happened because of Bhadravarman, then the front part of his head struck Uḍupa.  ",
799,vetalkatha_vetalkatha_L799,एतस्मात् सः मूर्च्छितः जातः।,"From this, he became unconscious.  ",
800,vetalkatha_vetalkatha_L800,यदा सः सचेतनः जातः तदा भद्रवर्मा हिमकरस्य उदरम् नुदन् तेन पीतम् जलम् बहिः आनेतुम् प्रयतमानः आसीत्।,"When he regained consciousness, Bhadravarmā, pushing at Himakara's stomach, was trying to bring out the water that had been drunk by him.  ",
801,vetalkatha_vetalkatha_L801,तस्य पार्श्वे एव चारुमती आसीत्।,Chārumatī was right beside him.  ,
802,vetalkatha_vetalkatha_L802,हिमकरः यदा उत्थितवान् तदा भद्रवर्मा कोपेन तम् दृष्ट्वा वेगेन ततः निर्गतवान्।,"When the moon arose, then Bhadravarmā, seeing him with anger, quickly departed from there.  ",
803,vetalkatha_vetalkatha_L803,"तदा चारुमती हिमकरम् उक्तवती - ""भवान् उत्तमम् तरणम् जानाति चेदपि किमर्थम् शिरसः घट्टनम् प्राप्तवान् इति अस्य कारणम् विवृण्वन् भद्रवर्मा रहस्यम् एकम् माम् उक्तवान् - 'मयि विद्यमानया कयाचित् अगोचरशक्त्या मम शत्रवः कष्टम् अनुभवन्ति' इति।","Then Cārumatī said to the moon, ""Although you know how to swim well, Bhadravarman, explaining the reason why you received a blow to the head, told me a secret: 'My enemies suffer because of some invisible power existing in me.'""  ",
804,vetalkatha_vetalkatha_L804,"कदाचित् शत्रूणाम् मरणम् अपि भवेत् इति सः माम् उक्तवान्"" इति।","""Perhaps even the death of the enemies will occur,"" thus he said to me.  ",
805,vetalkatha_vetalkatha_L805,एतत् श्रुत्वा हिमकरः चारुमतीम् किमपि प्रष्टुम् यावत् उद्युक्तः तावता एव सा ततः वेगेन गतवती।,"Having heard this, Himakara was about to ask Cārumatī something, but she quickly left from there.  ",
806,vetalkatha_vetalkatha_L806,"एतदनन्तरम् हिमकरः पुनः अन्तःपुरम् गत्वा पितरम् उक्तवान् - ""इदानीम् विवाहस्य इच्छा न अस्ति।","After this, Himakara again went inside the palace and said to his father: ""Now, there is no desire for marriage.""  ",
807,vetalkatha_vetalkatha_L807,"किञ्चित्कालम् यावत् देशपर्यटनम् करोमि"" इति।","""I will travel the country for a little while,"" thus (he thought).  ",
808,vetalkatha_vetalkatha_L808,अनन्तरम् पितुः अनुज्ञाम् प्राप्तवान् सः देशपर्यटनार्थम् गतवान्।,"After that, having received permission from his father, he went on a journey to other countries.  ",
809,vetalkatha_vetalkatha_L809,"वेतालः एवम्  कथाम्  समाप्य अवदत् - ""भोः राजन्! हिमकरस्य एतादृशविचित्रव्यवहारस्य अन्तरङ्गम्  किम् अस्ति? किमर्थम्  सः विवाहार्थम् अनुमतिम् दत्त्वा अपि अन्ते देशपर्यटनार्थम्  गतवान्? 'यदि अहम् चारुमतीम्  वृणोमि तर्हि भद्रवर्मणः अगोचरी शक्तिः माम् बाधेत' इति चिन्तयन् सः भीतः वा? अथवा भद्रवर्मा माम्  रक्षितवान् इति कृतज्ञताभावनया चारुमत्याः परिणयविचारम्  परित्यक्तवान् वा सः? अथवा परिणयप्रस्तावनिराकारस्य अन्यत् एव विशिष्टम्  कारणम्  स्यात् वा? एतादृशसन्देहानाम् उत्तरम्  भवान् जानन् अपि यदि न वदेत् तर्हि भवतः शिरः सहस्रधा भग्नम्  भवेत्"" इति।","The *vetāla*, having finished the story, said: ""O King! What is the inner meaning of Himakara's strange behavior? Why did he give permission for the marriage but then go on a journey? Was he afraid, thinking, 'If I choose Cārumatī, then Bhadravarman's invisible power might harm me'? Or did he abandon the idea of marrying Cārumatī out of gratitude, thinking, 'Bhadravarman protected me'? Or could there be some other specific reason for rejecting the marriage proposal? If, knowing the answers to these doubts, you do not tell me, then your head will be shattered into a thousand pieces!""  ",
810,vetalkatha_vetalkatha_L810,"तदा त्रिविक्रमः मौनम् स्थातुम् अशक्तः सन् - ""अत्र अन्यत् किमपि कारणम् न अस्ति।","Then Trivikrama, unable to remain silent, [said]: ""There is no other reason here.""  ",
811,vetalkatha_vetalkatha_L811,पूर्वम् हिमकरः स्वस्मिन् विद्यमानायाम् अगोचरशक्त्याम् विश्वसितवान् आसीत्।,"Formerly, the moon trusted in the inconceivable power existing within itself.  ",
812,vetalkatha_vetalkatha_L812,अतः भद्रवर्मणा सह यदा कलहः प्रवर्तमानः आसीत् तदा हिमकरः चिन्तितवान् आसीत् यत् भद्रवर्मा जले निमज्जेत् इति।,"Therefore, when a quarrel arose with Bhadravarmā, Himakara thought that Bhadravarmā should drown in the water.  ",
813,vetalkatha_vetalkatha_L813,परन्तु स्वयम् एव जले निमज्जितः अभवत्।,But he himself was immersed in the water.  ,
814,vetalkatha_vetalkatha_L814,अतः अगोचरशक्त्याः विषये तस्य विश्वासः अपगतः।,"Therefore, his faith in the power of the imperceptible has vanished.  ",
815,vetalkatha_vetalkatha_L815,यः अगोचरशक्तौ एव न विश्वसिति सः कथम् वा भावयेत् यत् अन्यस्मिन् सा अस्ति इति? अतः एतत् तु सिद्धम् यत् भद्रवर्मतः हिमकरः भीतः न इति।,"How could someone who does not trust in the power of the imperceptible even conceive that it exists in another? Therefore, it is established that Himakara is not afraid of Bhadravarmā.  ",
816,vetalkatha_vetalkatha_L816,'चारुमती मयि अनुरागवती' इति हिमकरः चिन्तितवान् आसीत्।,"""Cārumatī is fond of me,"" thus Himakara thought.  ",
817,vetalkatha_vetalkatha_L817,किन्तु नौकातः पतिता चारुमती कस्यापि अपायम् अचिन्तयन्ती स्वप्राणरक्षार्थम् तीरम् यदा गतवती तदा हिमकरः निर्णीतवान् यत् चारुमती मयि अनुरागवती न इति।,"But when Cārumatī, having fallen from the boat, reached the shore to save her own life, not thinking of any danger to anyone, then Himakara decided that Cārumatī was not in love with him.  ",
818,vetalkatha_vetalkatha_L818,अतः सः चारुमत्याः परिणयविचारम् परित्यक्तवान्।,"Therefore, he abandoned the idea of marrying Cārumatī.  ",
819,vetalkatha_vetalkatha_L819,पितरम् उक्तवान् यत् अहम् देशपर्यटनम् कर्तुम् इच्छामि इति।,"He said to his father, ""I wish to travel the country.""  ",
820,vetalkatha_vetalkatha_L820,"एवम् चारुमत्याम् तस्य अनुरागः एव न आसीत् इत्यतः 'प्राणान् रक्षितवतः भद्रवर्मणः निमित्तम् चारुमतीविषयकम् अनुरागम् परित्यक्तवान्' इति चिन्तनम् अपि सर्वथा अयुक्तम् एव"" इति।","""Thus, he did not have any attachment to Cārumatī. Therefore, the thought that 'he abandoned his attachment to Cārumatī for the sake of Bhadravarman, who saved his life' is completely inappropriate.""  ",
821,vetalkatha_vetalkatha_L821,एवम् वदतः राज्ञः मौनभङ्गः यदा जातः तदा शवान्तर्गतः वेतालः ततः अदृश्यः भूत्वा यथापूर्वम् वृक्षस्य शाखाम् अवलम्बितवान्।,"As the king was speaking thus, when his silence was broken, the *vetāla* inside the corpse then became invisible and clung to the branch of the tree as before.  ",
822,vetalkatha_vetalkatha_L822,6.गन्धर्वगानम् (10/96),6. The song of the Gandharvas (gandharvagānam).  ,
823,vetalkatha_vetalkatha_L823,आरब्धम् कार्यम् परित्यक्तुम् अनिच्छन् त्रिविक्रमः पुनरपि वृक्षस्य समीपम् गत्वा शाखायाम् लम्बमानम् शवम् स्कन्धे आरोप्य यथापूर्वम् श्मशानाभिमुखम् प्रस्थितवान्।,"Not wishing to abandon the task he had begun, Trivikrama went again to the tree, and having placed the corpse hanging on the branch upon his shoulder, he set out as before towards the cremation ground ( *śmaśāna*).  ",
824,vetalkatha_vetalkatha_L824,"तदा शवान्तर्गतः वेतालः अवदत् - ""हे राजन्! एतादृशे अन्धकारे भवता किम्  साधनीयम् इति कठोरदीक्षा स्वीकृता इत्यंशः मया तु न ज्ञायते।","Then the Vetāla, who was inside the corpse, said: ""O King! I do not know what purpose you intend to accomplish in such darkness that you have undertaken such a rigorous vow ( *kaṭhora-dīkṣā*).""  ",
825,vetalkatha_vetalkatha_L825,"राज्यपालकः भवान् स्वस्मात् अधिकम्  शक्तिशालिनम् अपरम्  महाराजम्  सम्मुखीकर्तुम् इच्छन् अगोचरशक्तिसम्पादनार्थम्  प्रयत्नम्  करोति, उत अन्यान् महाराजान् सर्वान् जित्वा चक्रवर्ती भवितुम् इच्छति? यः लौकिकसुखम् , ख्यातिम्  च इच्छति तेन वास्तविकजीवनम् अपि चिन्तनीयम् अस्ति।","Does your excellency, the governor, wish to confront another, more powerful, great king, and are you making an effort to attain invisible powers, or do you wish to conquer all the other great kings and become a universal monarch (cakravartin)? One who desires worldly pleasures and fame must also consider the reality of life.  ",
826,vetalkatha_vetalkatha_L826,"हितम् किम्, अहितम् किम् इति ज्ञातुम्  तस्य विवेचनाशक्तिः आवश्यकी।","To know what is beneficial (hitaṃ kim), and what is not beneficial (ahitaṃ kim), the power of discrimination (vivecanāśaktiḥ) is necessary.  ",
827,vetalkatha_vetalkatha_L827,"अन्यथा यः अध्यात्मचिन्तने, तात्त्विकविषये च आसक्तः भवति सः आत्मना कष्टेन सम्पादितम् अपि अन्येभ्यः दत्तवान् भवति कदाचित्।","Otherwise, someone who is attached to contemplation of the self (adhyātma-cintana) and to the true nature of reality (tāttvika-viṣaya), sometimes gives to others even what has been acquired by himself with difficulty.  ",
828,vetalkatha_vetalkatha_L828,अत्र उदाहरणरूपेण देवशर्मनामकस्य युवकस्य कथाम् श्रावयामि।,"Here, as an example, I will narrate the story of a youth named Devaśarman.  ",
829,vetalkatha_vetalkatha_L829,"मार्गायासपरिहारार्थम् ताम् श्रद्धया शृणोतु तावत्"" इति।","""To avoid fatigue from the path, let him listen to that with faith for a while,"" thus (it is said).  ",
830,vetalkatha_vetalkatha_L830,अनन्तरम् वेतालेन कथा आरब्धा –,"After that, the *vetāla* began the story.  ",
831,vetalkatha_vetalkatha_L831,देवशर्मा नाम युवकः विशालदेशे कस्मिंश्चित् कुग्रामे आसीत्।,"In a certain wretched village in the extensive country, there was a youth named Devaśarman.  ",
832,vetalkatha_vetalkatha_L832,तस्य सङ्गीतविदुषाम् परिवारः आसीत्।,He had a retinue of music experts.  ,
833,vetalkatha_vetalkatha_L833,"तस्य पितामहः वीणावादने, पिता गीतगाने च प्रसिद्धौ आस्ताम्।","His grandfather was famous for playing the *vīṇā* (lute), and his father for singing.  ",
834,vetalkatha_vetalkatha_L834,अतः बाल्यतः एव देवशर्मणः सङ्गीते आसक्तिः वर्धिता।,"Therefore, from childhood, Devaśarmā's interest in music increased.  ",
835,vetalkatha_vetalkatha_L835,तस्य बाल्ये एव मातापितरौ दिवङ्गतौ।,His parents passed away when he was just a child.  ,
836,vetalkatha_vetalkatha_L836,"अतः देवशर्मा स्वगृहे स्थितानाम् ताडपत्राणाम् अध्ययनम्, सङ्गीताभ्यासम् च कुर्वन् अपारम् सङ्गीतज्ञानम् सम्पादितवान्।","Therefore, Devaśarmā, while staying at his own home, acquiring the study of palm leaves and the practice of music, accumulated limitless knowledge of music.  ",
837,vetalkatha_vetalkatha_L837,एवम् सति अनिरीक्षिततया विशालदेशस्य आस्थानसङ्गीतविद्वान् दिवङ्गतः।,"Thus, without investigation, a scholar of music and drama of the vast country passed away.  ",
838,vetalkatha_vetalkatha_L838,"सङ्गीतस्पर्धाम् आयोज्य, तत्र एतावत्पर्यन्तम् अपि येन केनापि अश्रुतम् रागम् यः गायति सः आस्थानपण्डितस्थाने योजनीयः इति महाराजः निर्णीतवान्।","Having organized a music competition, the great king decided that whoever sings a *rāga* unheard by anyone until now should be appointed to the position of court scholar (*āsthānapaṇḍita*).  ",
839,vetalkatha_vetalkatha_L839,अतः 'राजधान्याम् आयोजितायाम् सङ्गीतस्पर्धायाम् सर्वे भागम् वहेयुः' इति राजा देशे सर्वत्र उद्घोषणम् कारितवान्।,"Therefore, the king had it proclaimed everywhere in the country that ""everyone should participate in the music competition organized in the capital (rājadhānī).""  ",
840,vetalkatha_vetalkatha_L840,उद्घोषणस्य वार्ताम् ज्ञात्वा देवशर्मा चिन्तितवान् यत् जनानाम् पुरतः मम प्रतिभाम् प्रदर्शयितुम् एषः योग्यः अवकाशः प्राप्तः इति।,"Having learned the news of the announcement, Devaśarmā thought that this was a suitable opportunity to display his talent before the people.  ",
841,vetalkatha_vetalkatha_L841,अतः सः राजधानीम् प्रति प्रस्थितवान्।,"Therefore, he set out towards the capital city.  ",
842,vetalkatha_vetalkatha_L842,अनन्तरदिने मध्याह्नसमये कञ्चित् अग्रहारम् प्राप्तवान् च।,"On the following day, at midday, he reached a certain agrahāra.  ",
843,vetalkatha_vetalkatha_L843,तत्र सः कश्यपनामकस्य कस्यचित् वृद्धस्य गृहे आश्रयम् प्राप्तवान्।,"There, he obtained refuge in the house of a certain old man named Kaśyapa.  ",
844,vetalkatha_vetalkatha_L844,तस्य वृद्धस्य पौत्री काचित् आसीत्।,That old man had a granddaughter.  ,
845,vetalkatha_vetalkatha_L845,सः वृद्धः अपि सङ्गीतविद्वान् एव।,"He was an old man, but indeed a knower of music.  ",
846,vetalkatha_vetalkatha_L846,सङ्गीतस्पर्धार्थम् देवशर्मा राजधानीम् प्रति प्रस्थितः इति अंशम् ज्ञात्वा 'गायतु' इति तम् उक्तवान् कश्यपः।,"Knowing the detail that Devaśarmā had set out towards the capital for a music competition, Kaśyapa said to him, ""Sing!"".  ",
847,vetalkatha_vetalkatha_L847,तदनुगुणम् गीतवान् देवशर्मा।,Then Devaśarmā sang accordingly.  ,
848,vetalkatha_vetalkatha_L848,देवशर्मणः गीतम् श्रुत्वा नितराम् सन्तुष्टः कश्यपः तम् आलिङ्गितवान्।,"Having heard the song of Devaśarman, Kaśyapa, being exceedingly pleased, embraced him.  ",
849,vetalkatha_vetalkatha_L849,"""अहम् भवतः पितामहस्य विषये श्रुतवान् अस्मि।",I have heard about your grandfather.  ,
