slno,refno,text,en_dmt,ta_gmt
218,130-stories_62-130fp_18,"पूजकः तम् अनुमोदयन् अवदत् ""सत्यम्, स्वाचरणे मम अहङ्‌कारः आसीत्, परनिन्दायाः करणे श्रवणे च मम आनन्दः आयाति स्म। परन्तु इदानीं भवदीयसङ्गेन इमौ द्वौ अपि दोषौ परित्यजामि""","The worshiper, approving of him, said: ""It is true, I was arrogant in my own conduct, and I used to find joy in doing and hearing the slander of others. But now, by association with you, I abandon both of these faults.""","வழிபடுபவர், அவரை ஆமோதித்து, ""உண்மைதான், நான் எனது சொந்த நடத்தையில் கர்வத்துடன் இருந்தேன், மற்றவர்களின் அவதூறுகளைச் செய்வதிலும் கேட்பதிலும் நான் மகிழ்ச்சியடைந்தேன். ஆனால் இப்போது,   உன்னுடன் இணைந்து, இந்த இரண்டு தவறுகளையும் நான் கைவிடுகிறேன்."""
219,130-stories_62-130fp_18,इति।,Thus.,இவ்வாறு.
220,130-stories_62-130fp_21,साधुमण्डली कुत्र विश्रामं कल्पितवती?,Where did the assembly of sādhus find rest?,சாதுக்களின் கூட்டம் எங்கு ஓய்வெடுத்தது?
221,130-stories_62-130fp_22,वृद्धपूजकः साधुप्रमुखं किं पृष्टवान्?,What did the elder-venerating ascetic ask the foremost of the monks?,துறவிகளில் முதன்மையானவரிடம் பெரியவரை வணங்கும் துறவி என்ன கேட்டார்?
222,130-stories_62-130fp_23,साधुप्रमुखः किम् उदतरत्?,What did the chief of the virtuous ones utter?,நல்லொழுக்கமுள்ள தலைவன் என்ன உரைத்தான்?
223,130-stories_62-130fp_24,अहङ्‌कारः कार्यसिद्धौ बाधकः' इयम् उक्तिः कस्य आसीत्?,"Whose statement was this: ""Egoism (*ahaṅkāraḥ*) is an obstacle to the accomplishment of a task (*kāryasiddhau bādhakaḥ*)""?","இது யாருடைய கூற்று: ""அஹங்காரம் (*அஹங்கார*) ஒரு பணியை நிறைவேற்றுவதற்கு ஒரு தடையாக உள்ளது (*கார்யசித்தௌ பாதக:*)""?"
224,130-stories_62-130fp_25,अस्याः उक्तेः प्रभावः कस्मिन् कीदृशः अभवत्?,What was the effect and nature of this statement?,இந்த அறிக்கையின் விளைவு மற்றும் தன்மை என்ன?
225,130-stories_128-130fp_16,परिवर्तनशीला प्रकृतिः,Changing nature.,இயற்கையை மாற்றுவது.
226,130-stories_128-130fp_17,"न कस्यापि सदैवैका, प्रकृतिरवतिष्ठते । परिस्थितिवशात् तस्यां, जायते परिवर्तनम् ॥","The nature of no one ever remains the same. Due to circumstances, transformation arises in it.","யாருடைய இயல்பும் எப்போதும் மாறாது. சூழ்நிலைகள் காரணமாக, அதில் மாற்றம் ஏற்படுகிறது."
227,130-stories_128-130fp_18,"विवाहोत्तरं यदा सा पतिगृहे पदं निक्षिप्तवती, तदा एव देवरस्य स्वभावेन सा परिचिता अजायत।","After the marriage, when she had set foot in her husband's house, then she became acquainted with the nature of her brother-in-law.",திருமணம் முடிந்து கணவன் வீட்டில் காலடி எடுத்து வைத்த பிறகு அண்ணியின் குணம் தெரிந்தது.
228,130-stories_128-130fp_18,सः वाचा कर्कशः उग्रप्रकृतेः च आसीत्।,He was harsh in speech and of a fierce nature.,"அவர் பேச்சில் கடுமையும், கடுமை குணமும் உடையவர்."
229,130-stories_128-130fp_18,स्वेच्छाविरुद्धं सोढुं तस्मिन् स्वल्पा अपि क्षमता न अवर्तत।,He had not even the slightest capacity to endure anything against his own will.,தன் விருப்பத்திற்கு மாறாக எதையும் தாங்கும் திறன் கூட அவனுக்கு இல்லை.
230,130-stories_128-130fp_18,वृद्धौ मातापितरौ अग्रजं च अपि सः तर्जयति स्म - भर्त्सयति स्म च।,"In old age, he would threaten and scold his mother, father, and elder brother as well.","வயதான காலத்தில் அம்மா, அப்பா, மூத்த சகோதரனையும் மிரட்டி திட்டுவார்."
231,130-stories_128-130fp_18,वराकी तस्य पत्नी तु सदा एव ततः वेपते स्म।,But his poor wife always trembled because of that.,ஆனால் அவனுடைய ஏழை மனைவி அதனால் எப்போதும் நடுங்கினாள்.
232,130-stories_128-130fp_18,ताडनतः अतिरिक्तं सा ततः किमपि न अलभत।,She obtained nothing more from him than a beating.,அடிப்பதைத் தவிர வேறு எதையும் அவள் அவனிடமிருந்து பெறவில்லை.
233,130-stories_128-130fp_18,एकदा सः स्वीयं भ्रातृजम् एव उत्थाप्य भूमौ न्यपातयत् निर्दयं च तम् अपोथयत्।,"Once, he lifted up his own nephew and threw him to the ground, and mercilessly crushed him.","ஒருமுறை, அவர் தனது சொந்த மருமகனைத் தூக்கி தரையில் எறிந்து, இரக்கமின்றி நசுக்கினார்."
234,130-stories_128-130fp_18,"इदं दृष्ट्वा तु सा देवरे अतिरुष्टा अपि मुखेन तं किमपि न कथितवती, अपि तु आत्मजम् एव अङ्‌के उत्थाप्य स्वप्रकोष्ठे आनीय पर्यङ्‌के लालयन्ती शायितवती।","Having seen this, she, although very angry with her husband's younger brother, did not say anything to him with her mouth, but rather, having lifted her own son onto her lap, brought him into her own room and laid him down on the bed, caressing him.","இதைப் பார்த்த அவள், தன் கணவனின் தம்பி மீது மிகுந்த கோபம் இருந்தாலும், அவனிடம் வாய்விட்டு எதுவும் சொல்லாமல், தன் மகனைத் தன் மடியில் தூக்கிக் கொண்டு, தன் அறைக்குள் கொண்டு வந்து கட்டிலில் படுக்கவைத்து, அவனைத் தழுவினாள்."
235,130-stories_128-130fp_18,स्वल्पे एव समये साश्रुनयना देवरपत्नी आगत्य स्वभर्त्तुः दुराचाराय तां क्षमां याचितवती।,"In a very short time, the brother-in-law's wife, with tears in her eyes, came and begged forgiveness for her husband's misconduct.",சிறிது நேரத்தில் அண்ணியின் மனைவி கண்ணீருடன் வந்து கணவனின் தவறான நடத்தைக்கு மன்னிப்புக் கேட்டாள்.
236,130-stories_128-130fp_18,"खिन्नमनाः सा केवलं ताम् इदम् एव कथितवती - ""किं सः यदा तस्य आत्मजः भविष्यति, तम् अपि एवम् एव ताडयिष्यति?""","Distressed, she only said this to her: ""When he has a son, will he also beat him in the same way?""","மன உளைச்சலுக்கு ஆளான அவள் அவளிடம் இதை மட்டும் சொன்னாள்: ""அவனுக்கு ஒரு மகன் இருக்கும்போது,   அவனையும் அப்படித்தான் அடிப்பானா?"""
237,130-stories_128-130fp_18,पाठकाः स्मरन्तु यत् अधुनावधि देवरः निःसन्तानः एव अवर्तत।,"Readers should remember that up until now, Devara remained childless.",இதுவரை தேவரா குழந்தையில்லாமல் இருந்தார் என்பதை வாசகர்கள் நினைவில் கொள்ள வேண்டும்.
238,130-stories_128-130fp_18,देवरपत्नी किमपि न कथयित्वा विषण्णवदना ततः तूष्णीं निरगच्छत्।,"The brother's wife, without saying anything, with a sad face, then silently went out.","அண்ணனின் மனைவி, எதுவும் பேசாமல், சோகமான முகத்துடன், பின் அமைதியாக வெளியே சென்றாள்."
239,130-stories_128-130fp_18,तस्यां निर्गतायां सा अवश्यं पश्चात्तापं कृतवती।,"When she had gone out, she certainly felt remorse.","அவள் வெளியே சென்றதும், அவள் நிச்சயமாக வருந்தினாள்."
240,130-stories_128-130fp_18,किन्तु आवेशे यत् तया कथितं - तत् तु कथितम् एव।,But what was said by her in a state of possession - that was indeed said.,ஆனால் அவள் உடைமை நிலையில் என்ன சொன்னாள் - அது உண்மையாகவே சொல்லப்பட்டது.
241,130-stories_128-130fp_18,नहि धनुषः निर्गतः बाणः कदापि परावर्तयितुं शक्यते।,"Indeed, an arrow released from a bow can never be turned back.","உண்மையில், வில்லில் இருந்து விடுபட்ட அம்பு ஒருபோதும் திரும்ப முடியாது."
242,130-stories_128-130fp_18,समये आगते देवरपत्नी गर्भवती अजायत।,"When the time came, the wife of the husband's brother became pregnant.",நேரம் வந்ததும் கணவனின் சகோதரனின் மனைவி கருவுற்றாள்.
243,130-stories_128-130fp_18,प्रसवकाले निकटे उपस्थिते तस्याः मातापितरौ आगत्य तां सम्यक् सम्भालयितुं स्वगृहे एव नीतवन्तौ।,"When the time of delivery was near, her parents came and, in order to properly care for her, took her to their own home.","பிரசவ நேரம் நெருங்கியதும், அவளது பெற்றோர் வந்து, அவளை சரியான முறையில் பராமரிக்க, தங்கள் சொந்த வீட்டிற்கு அழைத்துச் சென்றனர்."
244,130-stories_128-130fp_18,यथासमयं सा सुन्दरं पुत्ररत्नम् एकं ससुखं प्रसूतवती।,"In due course, she happily gave birth to a beautiful son, a jewel of a son (putraratnam).","காலப்போக்கில், அவள் மகிழ்ச்சியுடன் ஒரு அழகான மகனைப் பெற்றெடுத்தாள், ஒரு மகன் (புத்திரரத்தினம்)."
245,130-stories_128-130fp_18,प्राप्तसमाचारः तत्पतिः तां स्वगृहे आनेतुम् उपस्थितः।,"Her husband, having received the news, arrived to bring her to his own house.",இந்தச் செய்தியைப் பெற்ற அவளது கணவன் அவளைத் தன் வீட்டிற்கு அழைத்து வர வந்தான்.
246,130-stories_128-130fp_18,"परन्तु न ताम् इयत् शीघ्रं तस्याः मातापितरौ प्रेषितवन्तौ, न च सा एव गमने उत्साहं दर्शितवती।","However, her parents did not send her so quickly, nor did she herself show enthusiasm for going.","இருப்பினும், அவளுடைய பெற்றோர் அவளை அவ்வளவு சீக்கிரம் அனுப்பவில்லை, அவளும் செல்வதில் ஆர்வம் காட்டவில்லை."
247,130-stories_128-130fp_18,अनेन आत्मानम् एव दोषिणं मत्वा एकान्ते सः पुनः तया सह आत्मजेन च सह तथा अन्यैः परिवारसदस्यैः च सह भविष्ये दुर्व्यवहारं न कर्तुं प्रतिज्ञां कृतवान्।,"Considering himself alone to be at fault, in solitude, he vowed to never again mistreat her, his son, or any other members of the family.","தனிமையில் தன்னைத்தானே தவறு செய்ததாகக் கருதி, அவளையோ, தன் மகனையோ அல்லது குடும்பத்தில் உள்ள வேறு யாரையும் இனி ஒருபோதும் தவறாக நடத்த மாட்டேன் என்று சபதம் செய்தான்."
248,130-stories_128-130fp_18,वस्तुतः इदानीं सः पश्चात्तापाग्नौ प्रज्वल्य सुवर्णवत् कमनीयकान्तिमान् जातः आसीत्।,"In reality, now, he, blazing in the fire of regret, had become beautiful and radiant like gold.","உண்மையில், இப்போது,   அவர், வருத்தத்தின் நெருப்பில் சுடர்விட்டு, தங்கம் போல அழகாகவும் பிரகாசமாகவும் மாறினார்."
249,130-stories_128-130fp_18,अन्ते कानिचित् दिनानि तत्र एव अवस्थाय सपत्नीकः सात्मजः च सः गृहम् आगत्य स्वसौम्यव्यवहारेण सर्वान् अपि विस्मापयन् सानन्दं परिवारमध्ये तिष्ठन् शान्तिमयं जीवनं यापयितुं प्रवृत्तः।,"After spending some days there, he, along with his wife and son, returned home. Astonishing everyone with his gentle behavior, he began to lead a peaceful life, happily dwelling amongst his family.","அங்கு சில நாட்கள் கழித்த பிறகு, அவர் தனது மனைவி மற்றும் மகனுடன் வீடு திரும்பினார். அவரது மென்மையான நடத்தையால் அனைவரையும் வியப்பில் ஆழ்த்தினார், அவர் அமைதியான வாழ்க்கையை நடத்தத் தொடங்கினார், குடும்பத்தில் மகிழ்ச்சியாக வாழ்ந்தார்."
250,130-stories_128-130fp_18,इदानीं तस्य व्यवहारेण कश्चित् अपि सन्तप्तः उद्विग्नः वा न आसीत्।,"Now, by his conduct, no one was ever afflicted or disturbed.","இப்போது,   அவரது நடத்தையால், யாரும் பாதிக்கப்படவில்லை அல்லது தொந்தரவு செய்யவில்லை."
251,130-stories_128-130fp_18,सहसा तदीयव्यवहारपरिवर्तनस्य कारणं नवागन्तुकं भाग्यशालिनं शिशुम् एव अमन्यन्त सर्वेपि जनाः इति।,"Thus, all the people suddenly considered the newly arrived, fortunate child alone to be the cause of the change in his behavior.","இதனால், மக்கள் அனைவரும் திடீரென்று புதிதாக வந்த, அதிர்ஷ்டசாலி குழந்தை மட்டுமே அவரது நடத்தையில் மாற்றத்திற்கு காரணம் என்று கருதினர்."
252,130-stories_128-130fp_21,देवरस्वभावः कीदृशः आसीत् ?,What was the nature of the god like?,கடவுளின் இயல்பு எப்படி இருந்தது?
253,130-stories_128-130fp_22,देवरः तस्याः पुत्रं स्वीयं भ्रातृजं किं कृतवान् ?,"What did the husband's brother do to her son, his own nephew?",கணவனின் சகோதரன் தன் சொந்த மருமகனை என்ன செய்தார்?
254,130-stories_128-130fp_23,तस्याः समीपे क्षमायाचनार्थं का उपस्थिता? तां च सा किं कथितवती ?,Who approached her to ask for forgiveness? And what did she say to her?,மன்னிப்பு கேட்க அவளை அணுகியது யார்? அவள் அவளிடம் என்ன சொன்னாள்?
255,130-stories_128-130fp_24,देवरव्यवहारे परिवर्तनं कदा अभवत् ?,"When did the change in the practice of addressing someone as ""devar"" occur?","ஒருவரை ""தேவர்"" என்று அழைக்கும் பழக்கத்தில் மாற்றம் எப்போது ஏற்பட்டது?"
256,130-stories_128-130fp_25,किं कस्यचित् स्वभावः सदा एकरूपः एव तिष्ठति ?,Does the nature of something always remain of one form?,ஒன்றின் தன்மை எப்பொழுதும் ஒரே வடிவமாகவே இருக்குமா?
257,130-stories_39-130fp_16,अन्यायः न सह्यः न च कार्यः एव,"Injustice should not be tolerated, nor should it be done.","அநீதியை பொறுத்துக்கொள்ளக்கூடாது, செய்யக்கூடாது."
258,130-stories_39-130fp_17,"अन्यायः सहनीयो न, कार्यश्चापि कदापि न। योऽन्यायं सहते तूष्णीं, भीरुः सोऽस्ति नपुंसकः॥","Injustice should not be tolerated, nor should it ever be done. He who silently tolerates injustice is a coward and an impotent man.","அநீதியை சகித்துக்கொள்ளக்கூடாது, ஒருபோதும் செய்யக்கூடாது. அநியாயத்தை மௌனமாகப் பொறுத்துக் கொள்பவன் ஒரு கோழை, ஆண்மையற்றவன்."
259,130-stories_39-130fp_18,"श्रूयते, लोकमान्यबालगङ्गाधरतिलके अध्ययनकालात् एव अन्यायं सोढुं शक्तिः न आसीत्।",It is heard that Lokamanya Bal Gangadhar Tilak did not have the strength to tolerate injustice even from his student days.,லோகமான்ய பாலகங்காதர திலகருக்கு மாணவப் பருவத்திலிருந்தே அநீதியைத் தாங்கும் சக்தி இல்லை என்பது கேள்விக்குறி.
260,130-stories_39-130fp_18,सः न अन्यायं सहते स्म न च अन्यायं करोति स्म।,"He did not tolerate injustice, nor did he commit injustice.","அவர் அநீதியை பொறுத்துக்கொள்ளவில்லை, அநீதி இழைக்கவில்லை."
261,130-stories_39-130fp_18,"एकवारं शिक्षकः कक्षां प्रविश्य एव यदा इतस्ततः भक्षितमुद्‌गफलीनाम् आवरणानि विकीर्णानि अपश्यत्, तदा 'केन इदं दुराचरितम्?'","Once, when the teacher entered the classroom and saw peanut shells scattered here and there, he said, ""Who has done this misdeed?""","ஒருமுறை வகுப்பறைக்குள் நுழைந்த ஆசிரியர், அங்கும் இங்குமாக சிதறிக் கிடக்கும் வேர்க்கடலைக் கொட்டைகளைப் பார்த்தபோது,   'யார் இந்த அக்கிரமத்தைச் செய்தது?' என்றார்."
262,130-stories_39-130fp_18,"इति पुनः पुनः पृष्ट्वा अपि कुतश्चित् शिक्षार्थिनः उत्तरं न प्राप्तवान्, तदा दण्डबलेन उत्तरं प्राप्तुम् इच्छया सः प्रत्येकं शिक्षार्थिनः स्वहस्तौ प्रसारयितुम् आदिश्य हस्तयोः वेत्रेण आघातं कर्तुं प्रवृत्तः।","Having questioned thus again and again, but not having received an answer from any of the students, then, with the desire to obtain an answer by force, he ordered each student to extend his hands, and proceeded to strike their hands with a cane.","இவ்வாறு மீண்டும் மீண்டும் கேள்வி எழுப்பியும், எந்த மாணவர்களிடமும் பதில் வராததால், பலாத்காரமாக விடை பெற வேண்டும் என்ற ஆவலில், ஒவ்வொரு மாணவரையும் கைகளை நீட்டிக் கட்டளையிட்டு, கைத்தடியால் அடிக்கத் தொடங்கினார்."
263,130-stories_39-130fp_18,बालगङ्गाधरम् अपि हस्तौ प्रसारयितुं शिक्षकः सतर्जनम् आदिष्टवान्।,The teacher sternly ordered Balagangadhara also to stretch out his hands.,ஆசிரியர் பாலகங்காதரையும் கைகளை நீட்டிக் கடுமையாகக் கட்டளையிட்டார்.
264,130-stories_39-130fp_18,"किन्तु सः हस्तौ न प्रसार्य उदतरत्- ""अहं मुद्‌गफलीः न अखादं, तर्हि वेत्रघातं किं सहेय?""","But he, without stretching out his hands, replied: ""I did not eat the kidney beans, so why should I endure the cane-beating?""","ஆனால் அவர், கைகளை நீட்டாமல், ""நான் கிட்னி பீன்ஸ் சாப்பிடவில்லை, அதனால் கரும்பு அடிப்பதை நான் ஏன் தாங்க வேண்டும்?"""
265,130-stories_39-130fp_18,तर्हि यः भक्षितवान् तस्य एव नाम कथय,Then tell the name of the one who ate it.,பிறகு அதைச் சாப்பிட்டவரின் பெயரைச் சொல்லுங்கள்.
266,130-stories_39-130fp_18,"एवं पृष्टस्य अपि तिलकस्य उत्तरम् आसीत्- ""अहम् इदम् अपि न करिष्यामि""","Even when questioned in this way, Tilaka's reply was: ""I will not do even this.""",இப்படிக் கேள்வி கேட்டபோதும் திலகாவின் பதில்: 'இதைக் கூட நான் செய்ய மாட்டேன்.
267,130-stories_39-130fp_18,।,[Tibetan missing. See note below.],[திபெத்தியர் காணவில்லை. கீழே உள்ள குறிப்பைப் பார்க்கவும்.]
268,130-stories_39-130fp_18,अन्ते अनेन अपराधेन एव सः शालातः बहिष्कृतः अपि अभूत् इति।,"In the end, he was expelled from the school because of this offense.","இறுதியில், இந்த குற்றத்திற்காக அவர் பள்ளியில் இருந்து வெளியேற்றப்பட்டார்."
269,130-stories_39-130fp_21,बालगङ्गाधरतिलके किं न आसीत्?,What was not in Bālagangādharatilaka?,பாலகங்காதரதிலகவில் இல்லாதது என்ன?
270,130-stories_39-130fp_22,तं शिक्षकः किम् अपृच्छत्?,What did the teacher ask him?,ஆசிரியர் அவரிடம் என்ன கேட்டார்?
271,130-stories_39-130fp_23,तिलकस्य तत्र तदा किम् उत्तरम् आसीत्?,"What was Tilaka's answer to that, then?",அதற்கு திலகாவின் பதில் என்ன?
272,130-stories_39-130fp_24,अस्य परिणामः तिलकेन कीदृशः भुक्तः?,What kind of result of this was enjoyed by Tilaka?,இதன் பலனை திலகா அனுபவித்தார்.
273,130-stories_39-130fp_25,अनया कथया का शिक्षा मिलति?,What lesson is learned from this story?,இந்தக் கதையிலிருந்து என்ன பாடம் கற்றுக்கொள்கிறது?
274,130-stories_43-130fp_16,श्रद्धावान् लभते ज्ञानम्,One who has faith attains knowledge.,நம்பிக்கை உள்ளவன் அறிவை அடைகிறான்.
275,130-stories_43-130fp_17,"श्रद्धया लभ्यते ज्ञानम्, अभ्यासोऽत्र सहायकः। एकलव्यस्तयैवाभूत्, प्रवीणोऽति धनुर्धरः॥",Knowledge is attained through faith; practice is helpful in this regard. Ekalavya became exceedingly skilled in archery through that alone.,நம்பிக்கை மூலம் அறிவு அடையப்படுகிறது; இந்த விஷயத்தில் பயிற்சி பயனுள்ளதாக இருக்கும். அதனாலேயே ஏகலவ்யன் வில்வித்தையில் அதீத திறமை பெற்றான்.
276,130-stories_43-130fp_18,हिरण्यधनुषः भिल्लराजस्य पुत्रः एकलव्यः धनुर्विद्यां शिक्षितुम् आचार्यं गुरुद्रोणम् उपागतः।,"Ekalavya, the son of Hiraṇyadhanus, the king of the Bhillas, approached Ācārya Gurudroṇa to learn archery.","ஹிரண்யதனுஸின் மகனான பில்லாரின் அரசன் ஏகலவ்யன், வில்வித்தை கற்க ஆசார்ய குருத்ரோணனை அணுகினான்."
277,130-stories_43-130fp_18,किन्तु तम् अनधिकारिणं मत्वा आचार्यः निषिद्धवान्।,"But the *ācārya*, thinking him unqualified, forbade it.","ஆனால், *ஆச்சார்யா*, அவர் தகுதியற்றவர் என்று நினைத்து, அதைத் தடை செய்தார்."
278,130-stories_43-130fp_18,निषिद्धः अपि श्रद्धालुः एकलव्यः एकान्ते वनप्रदेशे मृत्तिकया गुरोः मूर्त्तिं निर्माय तस्याम् एव साक्षात् गुरुभावनां निदधात् तत्सम्मुखे बाणसञ्चालनम् अभ्यसितुं प्रवृत्तः।,"Although forbidden, the devout Ekalavya, in a secluded forest region, fashioned an image of his teacher from clay and, placing in it the very feeling of the teacher himself, began to practice archery in front of it.","தடைசெய்யப்பட்ட போதிலும், பக்தியுள்ள ஏகலவ்யா, ஒதுக்குப்புறமான வனப்பகுதியில், தனது ஆசிரியரின் உருவத்தை களிமண்ணால் வடிவமைத்து, ஆசிரியரின் உணர்வை அதில் வைத்து, அதன் முன் வில்வித்தை பயிற்சி செய்யத் தொடங்கினார்."
279,130-stories_43-130fp_18,"एकस्मिन् दिने पार्श्वे भषन्तं कुक्कुरं दृष्ट्वा सः तस्य मुखं सप्तभिः बाणैः तथा अपूरयत्  यथा तस्य भषणम् अवरुद्धम्, कुक्कुरः च धावित्वा आखेटार्थं निःसृतानां भीमार्जुनादीनां समीपे प्राप्तः।","One day, seeing a dog barking nearby, he filled its mouth with seven arrows in such a way that its barking was stopped, and the dog ran and reached Bhīma, Arjuna, and others who had gone out hunting.","ஒரு நாள், அருகில் ஒரு நாய் குரைப்பதைக் கண்டு, அதன் குரைப்பு நிற்கும் வகையில் ஏழு அம்புகளால் அதன் வாயை நிரப்பியது, நாய் ஓடி, வேட்டையாடச் சென்ற பீமன், அர்ஜுனன் மற்றும் பிறரை அடைந்தது."
280,130-stories_43-130fp_18,कुक्कुरमुखे तथा कलालाघवं वीक्ष्य पाण्डवाः विस्मिताः इव तं कलाकारम् अन्विष्यन्तः एकलव्यं प्राप्ताः।,"Seeing such dexterity in the dog's mouth, the Pāṇḍavas, as if astonished, sought out that artist and found Ėkalavya.",நாயின் வாயில் இத்தகைய சாமர்த்தியத்தைக் கண்டு வியந்த பாண்டவர்கள் அந்தக் கலைஞனைத் தேடிச் சென்று இகலவ்யாவைக் கண்டனர்.
281,130-stories_43-130fp_18,तस्य तादृशीं गुरौ श्रद्धाम् अनुभूय तं गुरुद्रोणाचार्यम् उपगम्य सर्वं वृत्तान्तं न्यवेदयन्।,"Having experienced such faith in him towards his guru, they approached that Guru Droṇācārya and reported the entire account.","அவர் தனது குருவின் மீது அத்தகைய நம்பிக்கையை அனுபவித்ததால், அவர்கள் அந்த குரு துரோணாச்சாரியாரை அணுகி முழு கணக்கையும் தெரிவித்தனர்."
282,130-stories_43-130fp_19,"गुरुः एकलव्यम् उपसृत्य तस्य दक्षिणहस्तस्य अङ्गुष्ठं गुरुदक्षिणारूपे अयाचत, एकलव्यः च प्रसन्नतया तत्कालम् अङ्गुष्ठं छित्वा गुरवे समिर्पितवान् इति।","The teacher approached Ekalavya and, as *gurudakṣiṇā*, asked for the thumb of his right hand; and Ekalavya, with a cheerful heart, immediately cut off his thumb and offered it to the teacher.","ஆசிரியர் ஏகலவ்யாவை அணுகி, *குருதக்ஷியாக*, அவரது வலது கையின் கட்டைவிரலைக் கேட்டார்; மற்றும் ஏகலவ்யா, மகிழ்ச்சியான இதயத்துடன், உடனடியாக தனது கட்டைவிரலை வெட்டி ஆசிரியரிடம் வழங்கினார்."
283,130-stories_43-130fp_22,एकलव्यः धनुर्विद्यां शिक्षितुं कुत्र गतवान्?,Where did Ekalavya go to learn archery?,ஏகலவ்யா வில்வித்தை கற்க எங்கு சென்றார்?
284,130-stories_43-130fp_23,द्रोणाचार्यः एकलव्यं किं निषिद्धवान्?,What did Drona forbid Ekalavya from doing?,துரோணர் ஏகலவ்யனை என்ன செய்ய விடாமல் தடுத்தார்?
285,130-stories_43-130fp_24,निषिद्धः अपि एकलव्यः धनुर्विद्यां कथम् अशिक्षत?,"How did Ekalavya learn archery, even though he was forbidden?",தடை செய்யப்பட்டிருந்தும் ஏகலவ்யன் எப்படி வில்வித்தை கற்றுக்கொண்டான்?
286,130-stories_43-130fp_25,द्रोणाचार्यः एकलव्यं तस्य अङ्गुष्ठं किम् अायाचत्?,Why did Droṇācārya ask Ekalavya for his thumb?,துரோணாச்சாரியார் ஏன் ஏகலவ்யனிடம் கட்டை விரலைக் கேட்டார்?
287,130-stories_43-130fp_26,ज्ञानं कथं लभ्यते?,How is knowledge obtained?,அறிவு எவ்வாறு பெறப்படுகிறது?
288,130-stories_57-130fp_16,बुद्धिः सर्वार्थसाधिका,Intellect accomplishes all purposes.,அறிவு அனைத்து நோக்கங்களையும் நிறைவேற்றுகிறது.
289,130-stories_57-130fp_17,"येषां पार्श्वे मतिः स्वीया, ते न मुह्यन्ति सङ्‌कटे। स्वेष्टानि  सर्वकार्याणि,  मत्यैव साधयन्ति ते॥","Those who have their own intelligence do not become deluded in difficulties. By their intelligence, they accomplish all their desired goals and all tasks (sarvakāryāṇi).","சொந்த புத்திசாலித்தனம் உள்ளவர்கள் கஷ்டங்களில் ஏமாற மாட்டார்கள். அவர்களின் புத்திசாலித்தனத்தால், அவர்கள் விரும்பிய அனைத்து இலக்குகளையும் அனைத்து பணிகளையும் (சர்வகாரியாணி) நிறைவேற்றுகிறார்கள்."
290,130-stories_57-130fp_18,स्वर्गे स्वं स्वम् अधिकारं कर्तुं देवाः दानवाः च संघर्षं कर्तुं प्रवृत्ताः।,"In heaven, the gods and the demons began to struggle to exercise their own authority.","பரலோகத்தில், தேவர்களும் அசுரர்களும் தங்கள் சொந்த அதிகாரத்தைப் பயன்படுத்த போராடத் தொடங்கினர்."
291,130-stories_57-130fp_18,"विष्णुः तान् पृथक् पृथक् तेषां हितम् अहितं च प्राबोधयत् परन्तु यदा अनुकूलः परिणामः कश्चित् नैव निःसृतः, तदा एतत्कृते प्रतिस्पर्धाम् एकाम् आयोजयितुं विष्णुः स्वाशयं प्रकाशितवान्।","Viṣṇu awakened them separately to their benefit and harm. However, when a favorable result did not emerge, Viṣṇu revealed his intention to organize a competition for this.","விஷ்ணு அவர்களின் நன்மை மற்றும் தீமைக்காக அவர்களை தனித்தனியாக எழுப்பினார். இருப்பினும், சாதகமான முடிவு வராததால், விஷ்ணு இதற்காக ஒரு போட்டியை நடத்துவதற்கான தனது விருப்பத்தை வெளிப்படுத்தினார்."
292,130-stories_57-130fp_18,सः भोजनप्रतियोगिताम् आयोजयत्।,He organized a food competition.,உணவுப் போட்டிக்கு ஏற்பாடு செய்தார்.
293,130-stories_57-130fp_18,तत्र देवान् दानवान् च भोजनाय निमन्त्रितवान् कथितवान् च यत् ये अत्र विजेष्यन्ते ते स्वर्गे अधिकारं करिष्यन्ति।,"There, he invited the gods and the *dānavas* for a feast and said that those who would be victorious there would have authority in heaven.","அங்கு, தேவர்களையும் *தானவர்களையும்* விருந்துக்கு அழைத்தார், அங்கு வெற்றி பெறுபவர்களுக்கு சொர்க்கத்தில் அதிகாரம் இருக்கும் என்று கூறினார்."
294,130-stories_57-130fp_18,किन्तु भोजनं कर्तुं कश्चित् अपि स्वकीयं कूर्परं तिरश्चीनं न कुर्यात्।,But no one should place their own elbow across [the table] in order to eat.,ஆனால் சாப்பிடுவதற்காக யாரும் தங்கள் முழங்கையை [மேசையின்] குறுக்கே வைக்கக்கூடாது.
295,130-stories_57-130fp_18,इदम् असम्भवम् आसीत्।,This was impossible. (idam asambhavam āsīt).,இது சாத்தியமற்றது. (இடம் அசம்பாவம் ஆசித்).
296,130-stories_57-130fp_18,हस्तेन मुखं यावत् भोजनं प्रापयितुं कूर्परस्य तिरश्चीनीकरणं तु आवश्यकम् एव अवर्तत।,It was indeed necessary to turn the elbow sideways in order to bring the food to the mouth with the hand.,கையால் உணவை வாய்க்குக் கொண்டு வர முழங்கையை பக்கவாட்டில் திருப்புவது உண்மையில் அவசியமாக இருந்தது.
