slno,refno,text,en_dmt,ta_gmt
277,130-stories_43-130fp_18,किन्तु तम् अनधिकारिणं मत्वा आचार्यः निषिद्धवान्।,"""But the *ācārya*, thinking him unqualified, forbade it.  """,
278,130-stories_43-130fp_18,निषिद्धः अपि श्रद्धालुः एकलव्यः एकान्ते वनप्रदेशे मृत्तिकया गुरोः मूर्त्तिं निर्माय तस्याम् एव साक्षात् गुरुभावनां निदधात् तत्सम्मुखे बाणसञ्चालनम् अभ्यसितुं प्रवृत्तः।,"""Although forbidden, the devout Ekalavya, in a secluded forest region, fashioned an image of his teacher from clay and, placing in it the very feeling of the teacher himself, began to practice archery in front of it.  """,
279,130-stories_43-130fp_18,"एकस्मिन् दिने पार्श्वे भषन्तं कुक्कुरं दृष्ट्वा सः तस्य मुखं सप्तभिः बाणैः तथा अपूरयत्  यथा तस्य भषणम् अवरुद्धम्, कुक्कुरः च धावित्वा आखेटार्थं निःसृतानां भीमार्जुनादीनां समीपे प्राप्तः।","""One day, seeing a dog barking nearby, he filled its mouth with seven arrows in such a way that its barking was stopped, and the dog ran and reached Bhīma, Arjuna, and others who had gone out hunting.  """,
280,130-stories_43-130fp_18,कुक्कुरमुखे तथा कलालाघवं वीक्ष्य पाण्डवाः विस्मिताः इव तं कलाकारम् अन्विष्यन्तः एकलव्यं प्राप्ताः।,"""Seeing such dexterity in the dog's mouth, the Pāṇḍavas, as if astonished, sought out that artist and found Ėkalavya.  """,
281,130-stories_43-130fp_18,तस्य तादृशीं गुरौ श्रद्धाम् अनुभूय तं गुरुद्रोणाचार्यम् उपगम्य सर्वं वृत्तान्तं न्यवेदयन्।,"""Having experienced such faith in him towards his guru, they approached that Guru Droṇācārya and reported the entire account.  """,
282,130-stories_43-130fp_19,"गुरुः एकलव्यम् उपसृत्य तस्य दक्षिणहस्तस्य अङ्गुष्ठं गुरुदक्षिणारूपे अयाचत, एकलव्यः च प्रसन्नतया तत्कालम् अङ्गुष्ठं छित्वा गुरवे समिर्पितवान् इति।","""The teacher approached Ekalavya and, as *gurudakṣiṇā*, asked for the thumb of his right hand; and Ekalavya, with a cheerful heart, immediately cut off his thumb and offered it to the teacher.  """,
283,130-stories_43-130fp_22,एकलव्यः धनुर्विद्यां शिक्षितुं कुत्र गतवान्?,"""Where did Ekalavya go to learn archery?  """,
284,130-stories_43-130fp_23,द्रोणाचार्यः एकलव्यं किं निषिद्धवान्?,"""What did Drona forbid Ekalavya from doing?  """,
285,130-stories_43-130fp_24,निषिद्धः अपि एकलव्यः धनुर्विद्यां कथम् अशिक्षत?,"""How did Ekalavya learn archery, even though he was forbidden?  """,
286,130-stories_43-130fp_25,द्रोणाचार्यः एकलव्यं तस्य अङ्गुष्ठं किम् अायाचत्?,"""Why did Droṇācārya ask Ekalavya for his thumb?  """,
287,130-stories_43-130fp_26,ज्ञानं कथं लभ्यते?,"""How is knowledge obtained?  """,
288,130-stories_57-130fp_16,बुद्धिः सर्वार्थसाधिका,"""Intellect accomplishes all purposes.  """,
289,130-stories_57-130fp_17,"येषां पार्श्वे मतिः स्वीया, ते न मुह्यन्ति सङ्‌कटे। स्वेष्टानि  सर्वकार्याणि,  मत्यैव साधयन्ति ते॥","""Those who have their own intelligence do not become deluded in difficulties. By their intelligence, they accomplish all their desired goals and all tasks (sarvakāryāṇi).  """,
290,130-stories_57-130fp_18,स्वर्गे स्वं स्वम् अधिकारं कर्तुं देवाः दानवाः च संघर्षं कर्तुं प्रवृत्ताः।,"""In heaven, the gods and the demons began to struggle to exercise their own authority.  """,
291,130-stories_57-130fp_18,"विष्णुः तान् पृथक् पृथक् तेषां हितम् अहितं च प्राबोधयत् परन्तु यदा अनुकूलः परिणामः कश्चित् नैव निःसृतः, तदा एतत्कृते प्रतिस्पर्धाम् एकाम् आयोजयितुं विष्णुः स्वाशयं प्रकाशितवान्।","""Viṣṇu awakened them separately to their benefit and harm. However, when a favorable result did not emerge, Viṣṇu revealed his intention to organize a competition for this.  """,
292,130-stories_57-130fp_18,सः भोजनप्रतियोगिताम् आयोजयत्।,"""He organized a food competition.  """,
293,130-stories_57-130fp_18,तत्र देवान् दानवान् च भोजनाय निमन्त्रितवान् कथितवान् च यत् ये अत्र विजेष्यन्ते ते स्वर्गे अधिकारं करिष्यन्ति।,"""There, he invited the gods and the *dānavas* for a feast and said that those who would be victorious there would have authority in heaven.  """,
294,130-stories_57-130fp_18,किन्तु भोजनं कर्तुं कश्चित् अपि स्वकीयं कूर्परं तिरश्चीनं न कुर्यात्।,"""But no one should place their own elbow across [the table] in order to eat.  """,
295,130-stories_57-130fp_18,इदम् असम्भवम् आसीत्।,"""This was impossible. (idam asambhavam āsīt).  """,
296,130-stories_57-130fp_18,हस्तेन मुखं यावत् भोजनं प्रापयितुं कूर्परस्य तिरश्चीनीकरणं तु आवश्यकम् एव अवर्तत।,"""It was indeed necessary to turn the elbow sideways in order to bring the food to the mouth with the hand.  """,
297,130-stories_57-130fp_18,"दानवाः पशुवत् यत्र भोजनं कृत्वा आत्मनः बुद्धेः मन्दतां प्रकाशितवन्तः, तत्र देवाः परस्परं सम्मुखे उपविश्य स्वहस्तेन अन्यं भोजयन्तः अन्यहस्तेन च स्वयं भुञ्जानाः स्वबुद्धिकौशलम् एव प्रदर्शितवन्तः।","""Where the *dānavas* (a class of superhuman beings) behaved like animals, eating food and displaying their dullness of intellect, there the *devas* (gods) sat facing each other, feeding others with their own hands and eating themselves with the other hand, thus demonstrating their skill of intellect.  """,
298,130-stories_57-130fp_18,एवं भोजनकरणे कूर्परस्य तिरश्चीनता अपेक्षिता नैव आसीत् ।,"""Thus, in the act of eating, there was no need for the elbows to be held horizontally.  """,
299,130-stories_57-130fp_18,"विष्षुः देवान् एव प्रतियोग्तायां विजितान् अघोषयत्, ततः देवाः एव स्वर्गे अधिकारिणः सन्ति इति।","""Viṣṇu declared that the gods (devān) alone had won the contest, therefore, only the gods (devāḥ) have authority in heaven (svarge).  """,
300,130-stories_57-130fp_21,विष्णुः प्रतिस्पर्धां कदा आयोजितवान्?,"""When did Viṣṇu organize the competition?  """,
301,130-stories_57-130fp_22,प्रतिस्पर्धायां किं करणीयम् आसीत्?,"""What was to be done in the competition?  """,
302,130-stories_57-130fp_23,प्रतिस्पर्धायां विष्णुः कान् विजितान् अघोषयत्?,"""In the contest, whom did Viṣṇu declare as the conquered?  """,
303,130-stories_57-130fp_24,सङ्‌कटे के न मुह्यन्ति?,"""Who does not become confused in distress?  """,
304,130-stories_57-130fp_25,मत्या किं साधितं भवति?,"""What is accomplished by wisdom?  """,
305,130-stories_09-130p_16,चतुराणां संसारः,"""The cycle of existence of the four.  """,
306,130-stories_09-130p_17,"चतुराणां जगत्यत्र, चतुराः स्वल्पतमा नहि। ज्यायांसश्च तथा ज्येष्ठा लभ्याः स्युस्तत्र भूरिशः॥","""In this world, those skilled in the four [arts/sciences] are not few, not at all. And those who are superior and elders are abundantly available there.  """,
307,130-stories_09-130p_18,मम आवासपरिसरे एकमिष्टान्नव्यवसायी प्रायः 20-25 वर्षेभ्यः आवासिनाम् आवश्यकताः पूरयति।,"""In the vicinity of my residence, a confectioner has been fulfilling the needs of the residents for approximately 20-25 years.  """,
308,130-stories_09-130p_18,एकसप्ताहपूर्वम् एव अन्यः एकः तादृशः एव मिष्टान्नव्यवसायी तत्र आगत्य स्वकीयं व्यवसायं प्रारभत।,"""Just one week before, another confectioner had come there and started his own business.  """,
309,130-stories_09-130p_18,"तस्य व्यवसायं निष्फलं कर्तुम् उद्देश्येन प्रथमव्यवसायी स्वविपण्यां पट्टिकाम् आयोजयत् यस्यां लिखितम् आसीत्"" 25 वर्षपुरातनी विपणिः""","""With the aim of rendering his business unsuccessful, the first businessman put up a sign in his shop that read: \""25-year-old shop.\""  """,
310,130-stories_09-130p_18,।,"""[Tibetan missing. See note below.]  """,
311,130-stories_09-130p_18,"तद्दृष्ट्वा नवागन्तुकः व्यवसायी स्वपट्टिकां स्वविपण्याम् अयोजयत् अस्यां स्थूलस्थूलाक्षरेषु दूरतः एव पठनीयम् आसीत् ""अत्र समयातीतानि रोगकारीणि मिष्टान्नानि नैव विक्रीयन्ते""","""Having seen that, the newly arrived merchant placed his sign in his shop. In this, in large, bold letters, readable from afar, was written: \""Here, stale and disease-causing sweets are not sold.\""  """,
312,130-stories_09-130p_18,इति।,"""Thus.  """,
313,130-stories_09-130p_21,प्रथमः मिष्टान्नव्यवसायी स्वविपण्यां किम् अलेखयत्?,"""What did the first confectioner write in his own shop?  """,
314,130-stories_09-130p_22,द्वितीयः मिष्टान्नव्यवसायी पुनः स्वविपण्यां किम् अलेखयत्?,"""What, then, did the second confectioner write in his own shop?  """,
315,130-stories_09-130p_23,द्वयोः मिष्टान्नव्यवसायी स्वस्वलेखने किम् उद्देश्यम् आसीत्?,"""What was the purpose of the two confectioners in their respective writings?  """,
316,130-stories_09-130p_24,किम् अत्र संसारे चतुराः स्वल्पतमाः सन्ति?,"""Are there very few clever people in this world?  """,
317,130-stories_09-130p_25,इयं कथा किं शिक्षयति?,"""What does this story teach?  """,
318,130-stories_08-130p_16,भविष्यचिन्तायां वर्तमानः नैव विनाश्यः,"""One should not destroy the present while worrying about the future.  """,
319,130-stories_08-130p_17,"भविष्यकल्पनायां किं, वर्तमानो विनाश्यताम्?। वर्तमाने य आनन्दः, किं भविष्ये स लभ्यताम्?॥","""What is the use of imagining the future? Should the present be destroyed? What joy is there in the future, that can be obtained in the present?  """,
320,130-stories_08-130p_18,एकस्यां रात्रौ प्रतिवेशिनः गृहे कलहकोलाहलम् अशृणवम् ।,"""One night, I heard a loud quarrel in a neighbor's house.  """,
321,130-stories_08-130p_18,समीपे स्थितत्वात् कोलाहलः सुस्पष्टं श्रूयते स्म।,"""Because of being situated nearby, the noise was heard very clearly.  """,
322,130-stories_08-130p_18,"पत्नी कथयति स्म- ""यदि पुत्री भविता तर्हि तस्याः नाम मनोरमां रक्षिष्यामि, पुत्रः यदि भविता तर्हि श्यामं तस्य नाम रक्षिष्यामि।""","""The wife said: \""If a daughter is born, then I will keep her name Manorama; if a son is born, then I will keep his name Shyama.\""  """,
323,130-stories_08-130p_18,पतिः इमे द्वे अपि नाम्नी न इच्छति स्म।,"""Her husband did not like either of these two names.  """,
324,130-stories_08-130p_18,सः पुत्र्याः नाम सुशीलां पुत्रस्य च नाम प्रांशुं रोचयति स्म।,"""He liked the name Suśīlā for his daughter and Prāṃśu for his son.  """,
325,130-stories_08-130p_18,"पुत्रः पुत्री वा जन्म ग्रहणम् अकरोत् एव न, ततःपूर्वम् एव तन्नाम्नि दम्पत्योः कलहः मां नितराम् उपहासयति स्म इति।","""The quarrel in the couple regarding the name of the son or daughter who had not even taken birth yet, ridiculed me exceedingly.  """,
326,130-stories_08-130p_21,पतिपत्न्योः कलहः कदा कुत्र अभवत्?,"""When and where did the quarrel of the husband and wife occur?  """,
327,130-stories_08-130p_22,पत्नी किं कथयति स्म?,"""What did the wife say?  """,
328,130-stories_08-130p_23,पत्युः कथनं किम् आसीत्?,"""What was the husband's statement?  """,
329,130-stories_08-130p_24,किम् अयं कलहः उपहासकारी न आसीत्?,"""Was this quarrel not ridiculous?  """,
330,130-stories_08-130p_25,इयं कथा कां शिक्षां ददाति?,"""What lesson does this story teach?  """,
331,130-stories_48-130fp_16,विष्णुभक्ताः महत्तमाः,"""Devotees of Viṣṇu, the greatest.  """,
332,130-stories_48-130fp_17,"ध्यायन्ति परमेशं ये, त एव हि महत्तमाः। विष्णोरेतत्समाधानं, नारदं पर्यतोषयत्॥","""Those who meditate on the Supreme Lord, they indeed are the greatest.  This resolution of Viṣṇu delighted Nārada.  """,
333,130-stories_48-130fp_18,"""कः महत्तमः?""","""Who is the greatest?  """,
334,130-stories_48-130fp_18,इदम् एकदा नारदः विष्णुं पृष्टवान्।,"""Once, Nārada asked Viṣṇu about this.  """,
335,130-stories_48-130fp_18,"""पृथ्वी महत्तमा""","""The earth is very great.  """,
336,130-stories_48-130fp_18,विष्णोः उत्तरम् आसीत्।,"""Viṣṇu was superior.  """,
337,130-stories_48-130fp_18,"""परितः समुद्रेण आवृतत्वात् सा महती कथम्?""","""How is that great [island] surrounded on all sides by the ocean?  """,
338,130-stories_48-130fp_18,नारदः जिज्ञासितवान्।,"""Nārada inquired.  """,
339,130-stories_48-130fp_18,"""तर्हि समुद्रः एव महत्तमः""","""Then the ocean is indeed the greatest.  """,
340,130-stories_48-130fp_18,विष्णुः  उदतरत्।,"""Viṣṇu arose.  """,
341,130-stories_48-130fp_18,"""समुद्रः तु अगस्त्येन पीतः, अतः सः कथं महान्?""","""\""But the ocean was drunk by Agastya, so how is it great?\"" (\""How the ocean was drunk up by the magnanimous one for a certain reason.\"")  """,
342,130-stories_48-130fp_18,नारदस्य प्रश्नः आसीत्।,"""Nārada's question was:  """,
343,130-stories_48-130fp_18,"""तर्हि अगस्त्यः एव महत्तमः""","""Then Agastya is the greatest.  """,
344,130-stories_48-130fp_18,विष्णुः समाहितवान्।,"""Viṣṇu concentrated.  """,
345,130-stories_48-130fp_18,"""अनन्ताकाशे सूक्ष्मतारावत् प्रतीयमानः अगस्त्यः कथं महत्तमः?""","""How can Agastya, who appears like a tiny star in the infinite sky (*anantākāśa*), be the greatest?  """,
346,130-stories_48-130fp_18,नारदः पृष्टवान्।,"""Nārada asked.  """,
347,130-stories_48-130fp_18,"""तर्हि आकाशः एव महत्तमः""","""Then, space (ākāśa) is the greatest.  """,
348,130-stories_48-130fp_18,विष्णुः उदतरत्।,"""Viṣṇu arose.  """,
349,130-stories_48-130fp_18,"""भवता एकेन पादेन मितत्वात् सः कथं महत्तमः?""","""\""Since that was measured by you with one foot, how is it the greatest?\""  """,
350,130-stories_48-130fp_18,नारदः पुनः जिज्ञासितवान्।,"""Nārada again inquired.  """,
351,130-stories_48-130fp_18,"""तर्हि मम पादः एव महत्तमः""","""Then my foot alone is the greatest.  """,
352,130-stories_48-130fp_18,विष्णोः समाधानम् आसीत्।,"""There was a concentration of Viṣṇu.  """,
353,130-stories_48-130fp_18,"""किन्तु मया हृदि धारितः सः पादः कथं महत्तमः?""","""\""But how is that foot, which I have kept in my heart, the greatest?\""  """,
354,130-stories_48-130fp_18,नारदः अपृच्छत्।,"""Nārada asked:  """,
355,130-stories_48-130fp_18,"""तर्हि नारदमुने! भवान् एव महत्तमः। भवादृशाः अन्ये मम चिन्तनपराः भक्ताः अपि महत्तमाः एव""","""\""Then, O sage Nārada! You are the greatest. Other devotees like you, who are devoted to contemplating on me, are also the greatest.\""  """,
356,130-stories_48-130fp_18,अनेन विष्णोः उत्तरेण देवर्षिः परमं सन्तोषं प्राप्तः इति।,"""By this, the divine ṛṣi attained supreme satisfaction through the northern [direction] of Viṣṇu.  """,
357,130-stories_48-130fp_21,नारदः विष्णुं किं किं पृष्टवान्?,"""What questions did Nārada ask Viṣṇu?  """,
358,130-stories_48-130fp_22,विष्णुः  तस्य किं किम् उत्तरं दत्तवान्?,"""What answers did Viṣṇu give to him?  """,
359,130-stories_48-130fp_23,नारदस्य सन्तोषः विष्णोः कस्य उत्तरेण अभवत्?,"""What was the satisfaction of Nārada, and of which Viṣṇu, obtained by the answer?  """,
360,130-stories_48-130fp_24,महत्तमाः के सन्ति?,"""Who are the greatest?  """,
361,130-stories_48-130fp_25,इयं कथा किं शिक्षयति?,"""What does this story teach?  """,
362,130-stories_81-130fp_16,वैवश्यं चौर्यकारणम्,"""Helplessness is the cause of theft.  """,
363,130-stories_81-130fp_17,"जन्मना कोऽपि चौरो न, वैवश्यं चौर्यकारणम्। समाजात् सर्वकाराच्च, वैवश्यं तत् प्रजायते॥","""By birth, no one is a thief; helplessness is the cause of theft. That helplessness arises from society and the government.  """,
364,130-stories_81-130fp_18,सः विकार्यताग्रस्तः आसीत्।,"""He was afflicted by changeability.  """,
365,130-stories_81-130fp_18,कार्यं प्राप्तुं तेन बहुप्रयासाः कृताः।,"""Many efforts were made by him to accomplish the task.  """,
366,130-stories_81-130fp_18,किन्तु सफलता न कुत्र अपि मिलिता।,"""But success was not attained anywhere.  """,
367,130-stories_81-130fp_18,अन्ते बुभुक्षया म्रियमाणेन तेन कस्यचित् गृहस्थस्य गृहात् रोटिकां चोरयित्वा क्षुधाशान्तिः कृता।,"""Finally, dying of hunger, he stole a bread loaf from the house of a certain householder and appeased his hunger.  """,
368,130-stories_81-130fp_18,चौर्यापराधे निगृहीताय तस्मै न्यायाधीशः दण्डम् उद्घोषयन् सर्वप्रथमम् आत्मने ततः च न्यायं श्रोतुम् उपस्थितेभ्यः सर्वेभ्यः जनेभ्यः शतशतरूप्यकाणां राशिना दण्डं दत्तवान्।,"""To him, seized for the offense of theft, the judge, announcing the punishment, first gave a fine of a hundred hundred rūpyakas (coins) to himself, and then to all the people present to hear the justice.  """,
369,130-stories_81-130fp_18,जनैः पृष्टः च सः एवम् उत्तरम् अददात् -,"""Having been asked by the people, he gave this answer:  """,
370,130-stories_81-130fp_19,"""समाजस्य एका व्यक्तिः विकार्यताग्रस्ता तिष्ठेत्। यदा समाजः तत्कृते किम् अपि न कुर्यात्, तदा व्यक्तिः दोषिणी न भूत्वा समाजः अपराधी भवति। अहम् अपि तेषु अपराधिषु एकः अस्मि। अतः अहम् अपि आत्मानं दण्डितवान्। परन्तु रोटिकाचौरः दण्डराशिं कुतः भरिष्यति? तस्य समीपे यदि इयन्ति एव रूप्यकाणि अभविष्यन्, तर्हि सः चौर्यम् एव किम् अकरिष्यत्? अतः सः क्षम्यते। नहि कश्चित् जन्मना चौरः भवति। जनतान्त्रिकः सर्वकारः अपि इह स्वल्पदोषी न अस्ति। सः आत्मनः रीतिनीती सुधारयतु, अन्यथा बुभुक्षितः किं न करोति पापम् ?""","""\""If a single person in society is afflicted with perversion, and when society does nothing for that person, then the individual is not guilty, but society becomes the offender. I too am one of those offenders. Therefore, I too have punished myself. But from where will a bread thief pay the fine? If he had that much money, why would he have committed the theft in the first place? Therefore, he is forgiven. No one is a thief by birth. The democratic government is also not slightly at fault here. Let it improve its policies, otherwise what sin will a hungry person not commit?\""  """,
371,130-stories_81-130fp_20,तत्र उपस्थिताः सर्वेऽपि न्यायश्रोतारः अनेन न्यायेन लज्जिताः इव सन्तः स्वं स्वं दण्डराशिं तत्कालम् एव दत्त्वा न्यायालयस्य गरिमाणं रक्षितवन्तः इति।,"""There, all the assembled listeners of the court, as if ashamed by this justice, immediately gave their respective fines and protected the dignity of the court.  """,
372,130-stories_81-130fp_23,विकार्यताग्रस्तः सः किं कृतवान्?,"""What did he do, being overcome by changeability?  """,
373,130-stories_81-130fp_24,चौर्यापराधे निगृहीतं तं न्यायाधीशः केन प्रकारेण दण्डितवान्?,"""In what manner did the judge punish him, who was seized for the offense of theft?  """,
374,130-stories_81-130fp_25,तं दण्डयन् सः कं कं दण्डितवान् किं च कथितवान्?,"""Punishing him, whom all did he punish, and what did he say?  """,
375,130-stories_81-130fp_26,किं न्यायाधीशस्य दण्डदानप्रकारः उचितः आसीत्?,"""Was the judge's manner of inflicting punishment appropriate?  """,
376,130-stories_81-130fp_27,व्यक्तिः चौर्यं कदा करोति?,"""When does a person commit theft?  """,
377,130-stories_32-130fp_16,सन्तः इच्छाप्रपूरकाः,"""The righteous fulfill desires.  """,
378,130-stories_32-130fp_17,"सन्तस्तु सन्ति सन्तो हि, स्वौदार्यं ते त्यजन्ति न। सद्यस्तत् कुर्वते सन्तो, यदिच्छन्ति ततो जनाः॥","""The virtuous are truly virtuous; they do not abandon their generosity. The virtuous immediately do that which people desire from them.  """,
379,130-stories_32-130fp_18,आसीत् एकः महात्मा।,"""There was one great soul.  """,
380,130-stories_32-130fp_18,तस्य बहुः सम्मानः भवति स्म।,"""He had much respect.  """,
381,130-stories_32-130fp_18,तस्य सेवायां स्थितस्य सेवकस्य इच्छा जागरिता यत् ईदृशः सम्मानः मम अपि भवेत्।,"""While he, a servant, was engaged in his service, the desire arose that such honor should also be mine.  """,
382,130-stories_32-130fp_18,"एकस्मिन् दिने यात्रार्थं प्रस्थितं महात्मानं सेवकः न्यवेदयत्- ""महाराज! सदा अहम् एव भवतः सेवां करोमि, मां स्ववेशं परिधाप्य कदाचित् भवान् अपि मम वेशं धृत्वा मम सेवां करोतु।""","""One day, as the great soul was setting out on a journey, his servant submitted: \""O great king! I always serve you. Having me dress in your attire, may you also, at some time, wear my attire and serve me.\""  """,
383,130-stories_32-130fp_19,महात्मा तु महात्मा एव आसीत्।,"""But the great-souled one was truly great-souled.  """,
384,130-stories_32-130fp_19,सेवकस्य मनः रक्षितुं सः तथैव कृतवान् यथा सेवकः ऐच्छत्।,"""To protect the servant's mind, he did exactly as the servant wished.  """,
385,130-stories_32-130fp_19,एवं परिवर्तितवेशौ तौ काश्यां प्राप्तौ।,"""Having thus changed their appearance, the two of them arrived in Kāśī.  """,
386,130-stories_32-130fp_19,तत्र एकः विद्वान् महात्मवेशधारिणम् ईश्वरस्य अस्तित्वस्य सम्बन्धे प्रश्नम् अपृच्छत्।,"""There, one learned man, wearing the guise of a great soul, asked a question regarding the existence of Īśvara (Lord).  """,
387,130-stories_32-130fp_20,महात्मवेशधारी धूर्तः आसीत्।,"""The deceitful man was wearing the guise of a great soul.  """,
388,130-stories_32-130fp_20,"सः उत्तरम् अददात्- ""अत्र किम्? अस्य उत्तरं तु अयं मे सेवकः एव दास्यति""","""He gave the reply: \""What is there to say? My servant here will give the answer.\""  """,
389,130-stories_32-130fp_20,"इति उक्त्वा सेवकम् आदिशत्- ""अस्य महाशयस्य जिज्ञासायाः उत्तरं तु दीयतां तावत्""","""Having said this, he ordered the servant: \""Let an answer be given to this noble one's inquiry.\""  """,
390,130-stories_32-130fp_20,इति।,"""Thus.  """,
391,130-stories_32-130fp_23,महात्मानं तस्य सेवकः किं न्यवेदयत्?,"""What did his servant report to the great being (mahātmā)?  """,
392,130-stories_32-130fp_24,महात्मा ततः किं कृतवान्?,"""What did the great being (mahātmā) do then?  """,
393,130-stories_32-130fp_25,विद्वान् महात्मवेशधारिणं कस्य सम्बन्धे प्रश्नम् अपृच्छत्?,"""The learned man asked a question about whom, who was wearing the guise of a great soul (mahātman)?  """,
394,130-stories_32-130fp_26,सः किम् उत्तरं दत्तवान्?,"""What answer did he give?  """,
395,130-stories_32-130fp_27,सन्तः कीदृशाः भवन्ति?,"""What sort of real entities (sat) exist?  """,
396,130-stories_123-130fp_16,आज्ञा गुरूणां परिपालनीया,"""The commands of the gurus should be obeyed.  """,
397,130-stories_123-130fp_17,"गुर्वाज्ञापालने पृष्ठे, न स्थातव्यं कदाचन । अन्यथा जायते हानिः, यस्याः पूर्तिर्न सम्भवा ॥","""One should never turn one's back on obeying the command of the teacher. Otherwise, loss arises, the fulfillment of which is not possible.  """,
398,130-stories_123-130fp_18,महाभारतयुद्धस्थले एका गर्भिणी गृध्री अपि केनचित् बाणेन आहता न्यपतत्।,"""On the field of the Mahābhārata war, even a pregnant female vulture, struck by someone's arrow, fell down.  """,
399,130-stories_123-130fp_18,तस्याः उदरस्य विदरणेन चत्वारः अण्डाः बहिरागताः।,"""By the tearing open of her belly, four eggs came out.  """,
400,130-stories_123-130fp_18,क्षतविक्षता गृध्री तु मृता एव।,"""The vulture, wounded and torn, is as good as dead.  """,
401,130-stories_123-130fp_18,किन्तु दैवयोगात् तदा अर्जुनस्य बाणेन विच्छिन्ना बृहती गुर्वी गजघण्टा निपत्य तान् अण्डाम् आच्छादयत्।,"""But by a stroke of fate, then a large, heavy elephant bell, severed by Arjuna's arrow, fell and covered those eggs.  """,
402,130-stories_123-130fp_18,यथासमयं तत्र अण्डेभ्यः चत्वारः शावकाः निःसृताः।,"""At the appropriate time, four young birds emerged from the eggs there.  """,
403,130-stories_123-130fp_18,अनाथाः ते कञ्चित् कालम् एवम् एव विना आहारं स्थिताः।,"""For some time, they remained helpless and without food in this way.  """,
404,130-stories_123-130fp_19,युद्धे समाप्ते तेन मार्गेण शिष्यैः सह गच्छता शमीकेन ऋषिणा तेषां शावकानां करुणक्रन्दनम् आकर्ण्य 'कुतः एतद्? ज्ञायताम् इदम्',"""When the battle was over, the sage Śamīka, while going along that path with his disciples, heard the piteous cries of those young animals and said, \""Where does this come from? Let it be known!\""  """,
405,130-stories_123-130fp_19,इति गुरुणा आदिष्टाः शिष्याः क्रन्दनम् अनुसरन्तः घण्टायाः अधः शावकान् दृष्ट्वा गुरुदेवम् अदर्शयन्।,"""Thus instructed by their teacher, the students, following the sound of crying, saw the cubs under the bell and showed them to their revered teacher.  """,
406,130-stories_123-130fp_19,कारुणिकः शमीकः 'सत्त्ववन्तः आयुष्मन्तः च इमे',"""The compassionate Śamīka [thought], \""These beings are endowed with *sattva* and are long-lived (āyuṣmantaḥ).\""  """,
407,130-stories_123-130fp_19,इति उक्त्वा तान् स्वाश्रमे आनीय यथोचिताहारपानप्रदानादिना अपोषयत्।,"""Having said this, he brought them to his hermitage and nourished them with food, drink, and other things as appropriate.  """,
408,130-stories_123-130fp_20,यथासमयं जातपक्षाः ते अकस्मात् एकस्मिन् दिने उदडीयन्त।,"""When the time was right and their wings had grown, they suddenly flew away one day.  """,
409,130-stories_123-130fp_20,ते एव केषुचित् मासेषु परावृत्य आत्मानं परिचाययन्तः शमीकम् ऋषिं प्रणम्य मनुष्यवाचा तं प्रति स्वीयां कृतज्ञतां भूरिभूरि निवेदितवन्तः।,"""After some months, returning and introducing themselves, they bowed to the sage Śamīka and, in human speech, conveyed their gratitude to him again and again.  """,
410,130-stories_123-130fp_20,सर्वेषु साश्चर्यं पश्यत्सु स्वपरिचयः तैः एवं दत्तः यत् वयं पूर्वजन्मनि योगिराजस्य सुकृषस्य मुनेः आत्मजाः आस्म।,"""While everyone was watching in astonishment, they introduced themselves thus: \""In our previous life, we were the sons of the sage Sukṛṣa, the king of yogis.\""  """,
411,130-stories_123-130fp_20,पित्रा अभिशप्ताः इमाम् अधमां गृध्रयोनिं प्राप्तवन्तः।,"""Cursed by their father, they attained this vile condition of being vultures.  """,
412,130-stories_123-130fp_20,अभिशापहेतुः अयम् एव यत् एकदा कश्चित् त्रुटितपक्षः मुमूर्षुः गृध्रः अस्माकं पितुः उत्सङ्गे निपतितः।,"""The cause of the curse is just this: once a certain vulture, with broken wings and about to die, fell into the lap of our father.  """,
413,130-stories_123-130fp_20,कतिचनदिनेभ्यः क्षुधितं तं स्वीयं यथेच्छम् आहारं निर्देष्टुं सः कथितवान्।,"""After some days, he told the hungry man to specify his desired food as he pleased.  """,
414,130-stories_123-130fp_20,गृध्रः तु मनुष्यस्य सद्यस्कं मांसं भक्षितुम् इच्छाम् अभिव्यक्तवान्।,"""The vulture expressed its desire to eat the fresh flesh of the man.  """,
415,130-stories_123-130fp_20,तदा पिता अस्मान् तस्य इच्छां स्वशरीरदानेन पूरयितुम् आदिशत्।,"""Then, my father ordered us to fulfill his desire by donating our own bodies.  """,
416,130-stories_123-130fp_20,परन्तु वयं तस्य आदेशं न्यक्कृतवन्तः।,"""But we rejected his command.  """,
417,130-stories_123-130fp_20,अनेन अभिरुष्टः पिता अस्मान् अभिशप्तवान् यत् यूयम् अपि गृध्राः एव भवत।,"""Angered by this, the father cursed us, saying, \""May you also become vultures!\""  """,
418,130-stories_123-130fp_20,"ततः आत्मानम् एव सः गृध्राय दातुं यदा प्रवृत्तः, तदा 'अहं जीवितव्यक्तेः मांसं न भक्षामि'","""Then, when he was about to give himself to the vulture, [the vulture said,] \""I do not eat the flesh of living beings.\""  """,
419,130-stories_123-130fp_20,इति गृध्रः अकथयत्।,"""Thus, the vulture spoke.  """,
