slno,refno,text,en_dmt,ta_gmt
110,astang_hriday_1_27-490,वनेषु माधवीश्लिष्टद्राक्षास्तबकशालिषु। सुगन्धिहिमपानीयसिच्यमानपटालिके॥,"""in forests abundant with bunches of grapes clinging to spring flowers; in a pavilion sprinkled with fragrant, cold water,  """,
111,astang_hriday_1_27-494,कायमाने चिते चूतप्रवालफललुम्बिभिः। कदलीदलकह्लारमृणालकमलोत्पलैः॥,"""[It was] full of mango sprouts and clusters of fruits, charming to the mind; [and it had] banana leaves, kahlāra flowers, lotus stalks, lotuses, and blue lotuses.  """,
112,astang_hriday_1_27-498,कोमलैः कल्पिते तल्पे हसत्कुसुमपल्लवे। मध्यंदिनेऽर्कतापार्तः स्वप्याद्धारागृहेऽथवा॥ पुस्तस्री-स्तन-हस्ताऽऽस्यप्रवृत्तोशीरवारिणि। निशाकरकराकीर्णे सौधपृष्ठे निशासु च॥,"""On a soft bed made of blossoming buds and sprouts; pained by the sun's heat at midday, [one] should sleep there, or in a bath-house.  And in the nights, on a palace rooftop scattered with moonbeams, where water mixed with *uśīra* root flows from the breasts, hands, and mouths of female statues.  """,
113,astang_hriday_1_27-504,आसना स्वस्थचित्तस्य चन्दनार्द्रस्य मालिनः। निवृत्तकामतन्त्रस्य सुसूक्ष्मतनुवाससः॥,"""[From him] whose mind is at ease, [who is] moist with sandalwood paste (candana), adorned with garlands, by whom the manual of love has been put aside, [and] whose clothes are very thin and fine, [comes the following:]  """,
114,astang_hriday_1_27-508,जलार्द्रास्तालवृन्तानि विस्तृताः पद्मिनीपुटाः। उत्क्षेपाश्च मृदुत्क्षेपा जलवर्षिहिमानिलाः॥ कर्पूरमल्लिकामाला हाराः सहरिचन्दनाः। मनोहरकलालापाः शिशवः सारिकाः शुकाः॥ मृणालवलयाः कान्ताः प्रोत्फुल्लकमलोज्ज्वलाः। जङ्गमा इव पद्मिन्यो हरन्ति दयिताः क्लमम्॥,"""Wet tāla-stalks, large lotus-leaf cups, gentle yak-tail fans raised up, showering water and cool breezes;  Garlands of camphor and jasmine; necklaces adorned with yellow sandalwood; young thrushes, parrots, and mynas whose chatter is lovely and sweet;  Beautiful women, adorned with lotus-fiber bracelets and radiant with full-blown lotuses, like moving water-lilies, take away the weariness of [their] beloved.  """,
115,astang_hriday_1_27-516,"आदानग्लानवपुषामग्निः सन्नोऽपि सीदति। वर्षासु दोषैर्दुप्यन्ति तेऽम्बुलम्बाम्बुदेऽम्बरे॥ सतुषारेण मरुता सहसा शीतलेन च। भूबाष्पेणाम्लपाकेन मलिनेन च वारिणा॥ वह्निनैव च मन्देन, तेष्वित्यन्योन्यदूषिषु। भजेत्साधारणं सर्वमूष्मणस्तेजनं च यत्॥","""Fire, though present, dwindles in those whose bodies are weakened by depletion.  In the rainy season, they are afflicted by ailments, when the sky is filled with water-laden clouds.  [and] by wind accompanied with drizzle and suddenly [turned] cold, by ground vapor, by water liable to cause sour digestion, and by polluted water,  And by fire itself, though weak, among those mutually corrupting elements.  One should partake of everything that is generally warming and invigorating.  """,
116,astang_hriday_1_27-524,आस्थापनं शुद्धतनुर्जीर्णं धान्यं रसान् कृतान्। जाङ्गलं पिशितं यूषान् मध्वरिष्टं चिरन्तनम्॥ मस्तु सौवर्चलाढ्यं वा पञ्चकोलाऽवचूर्णितम्। दिव्यं कौपं श्रृतं चाम्भो भोजनं त्वतिदुर्दिने॥ व्यक्ताम्ललवणस्नेहं संशुष्कं क्षौद्रवल्लघु। अपादचारी सुरभिः सततं धूपिताम्बरः॥,"""Establishment, a pure body, old grain, prepared juices, Meat from arid lands, soups, honey-wine (madhvāriṣṭa) of long standing, Whey rich in sauvarcala salt or powdered with the five spices (pañcakola), Divine well-water and boiled water are food in very bad weather.  [One should be] of distinct sour, salty, and oily taste, well-dried, light like honey, Not moving on foot, fragrant, with clothes constantly fumigated.  """,
117,astang_hriday_1_27-532,हर्म्यपृष्ठे पसेद्बाष्पशीतशीकरवर्जिते। नदीजलोदमन्थाहः स्वप्नायासातपांस्त्यजेत्॥,"""One should lie on the roof of a palace, free from vapor, cold, and spray. One should avoid river water, buttermilk, daytime, dreams, fatigue, and heat.  """,
118,astang_hriday_1_27-536,वर्षाशीतोचितताङ्गानां सहसैवार्करश्मिभिः। तप्तानां सञ्चितं वृष्टौ पित्तं शरदि कुप्यति॥ तज्जयाय घृतं तिक्तं विरेको रक्तमोक्षणम्। तिक्तं स्वग्दु कषायं च क्षुधितोऽन्नं भजेल्लघु॥,"""For those whose bodies have become accustomed to the cold of the monsoon, when suddenly heated by the sun's rays, the bile accumulated during the rainy season becomes aggravated in autumn. For its alleviation, [one is advised to use] bitter *ghī*, purgation, and bloodletting. When hungry, one should consume bitter, sweet, astringent, and light food.  """,
119,astang_hriday_1_27-542,शालिमुद्गसिताधात्रीपटोलमधुजाङ्गलम्। तप्तं तप्तांशुकिरणैः शीतं शीतांशुरश्मिभिः॥,"""Rice, *mudga* beans, sugar, *dhātrī*, *paṭola*, honey, and meat from wild animals, Heated by the hot rays of the sun, cooled by the cool rays of the moon.  """,
120,astang_hriday_1_27-546,समन्तादप्यहोरात्रमग्त्योदयनिर्विषम्। शुचि हंसोदकं नाम निर्मलं मलजिज्जलम्॥ नाभिष्यन्दि न वारूक्षं पानादिष्वमृतोपमम्। चन्दनोशीरकर्पूरमुक्तास्रग्वसनोज्ज्वलः॥,"""\""[these are available] all around, day and night; [water that is] purified by the rising of Canopus, pure, known as \""swan-water,\"" clean, and dirt-destroying; [water that is] neither causing secretions nor rough, like nectar among drinks and other things; [one should be] adorned with sandalwood paste, uśīra, camphor, pearls, garlands, and fine clothes;\""  """,
121,astang_hriday_1_27-552,सौधेषु सौधधवलां चन्द्रिकां रजनीमुखे। तुषारक्षारसौहित्यदधितैलवसाऽतपान्॥,"""On the terraces, the moonlight as white as the terraces at the beginning of night, and frost, salt, satiety, yogurt, oil, fat, and heat.  """,
122,astang_hriday_1_27-556,तीक्ष्णमद्यदिवास्वप्नपुरोवातान् परित्यजेत्। शीते वर्षासु चाद्यांस्रीन्वसन्तेऽन्त्यान् रसान्भजेत्॥,"""One should abandon strong liquor, daytime sleep, and easterly winds. In winter and during the rainy season, one should partake of the first three *rasas* (tastes); in spring, the last three.  """,
123,astang_hriday_1_27-560,"स्वादुं निदाघे, शरदि स्वादुतिक्तकषायकान्। शरद्वसन्तयो रूक्षं शीतं घर्मघनान्तयोः॥ अन्नपानं समासेन विपरीतमोऽन्यदा। नित्यं सर्वरसाभ्यासः स्वस्वाधिक्यमृतावृतौ॥","""In summer [one should favor] sweet, in autumn sweet, bitter, and astringent [tastes]. In autumn and spring, [one should favor] dry and cold [qualities]; in summer and the rainy season, [one should favor] the opposite. In brief, one should always practice [ingestion of] all tastes, with each taste predominating in its own season.  """,
124,astang_hriday_1_27-566,ऋत्वोरन्त्यादिसप्ताहावृतुसन्धिरिति स्मृतः। तत्र पूर्वो विधिस्त्याज्यः सेवनीयोऽपरः क्रमात्॥ असात्म्यजा हि रोगाः स्युः सहसा त्यागशीलनात्।।58 ।।,"""The seven-day periods at the end and beginning of [two successive] seasons are called \""the junction of seasons\"" (*ṛtusaṃdhi*). In this period, the former regimen should be gradually abandoned and the new one adopted in stages. For diseases arise from incompatibility (*asātmya*) [of food and season] due to the practice of sudden abandonment [of the previous regimen].  """,
125,astang_hriday_1_27-570,इति श्रीवैद्यपतिसिंहगुप्तसूनुश्रीमद्वाग्भटविरचित्ता यामष्टाङ्गहृदसंहितायां सूत्रस्थाने ऋतु- चर्या नाम तृतीयोऽध्यायः।।,"""Thus, in the Aṣṭāṅgahṛdayasaṃhitā composed by Śrīmad Vāgbhaṭa, son of the physician Śrīpati Siṃhagupta, in the Sūtrasthāna section, the third chapter entitled \""Seasonal Regimen\"".  """,
126,astang_hriday_1_27-573,चतुर्थोऽध्यायः अथातो रोगानुत्पादनीयाध्यायं व्याख्यास्यामः। इति ह स्माहुरात्रेयादयो महर्षयः।,"""The fourth chapter. Now, therefore, we shall explain the chapter concerning the prevention of diseases (rogānutpādanīyādhyāyam). Thus spoke the great sages Ātreya, etc. (iti ha smāhur ātreyādayo maharṣayaḥ).  """,
127,astang_hriday_1_27-577,वैगान्न धारयेद्वातविण्मूत्रक्षवतृट्_क्षुधाम्। निद्राकासभ्रमश्वासजृम्भाऽश्रुच्छर्दिरेतसाम्॥,"""One should not suppress the urges for flatus, feces, urine, sneezing, thirst, and hunger, as well as sleep, cough, dizziness, breathlessness, yawning, tears, vomiting, and semen.  """,
128,astang_hriday_1_27-581,अधोवातस्य रोधेन गुल्मोदावर्तरुक्_क्लमाः। वातमूत्रशकृत्सङ्गदृष्ट्यग्निवधह्रद्गदाः॥,"""By the suppression of downward wind (*apāna vāyu*) are caused abdominal lumps, retention of fluids, fatigue, pain, blockage of flatulence, urine, and feces, impairment of vision and digestion (*agni*), and heart disease.  """,
129,astang_hriday_1_27-585,ष्स्नेहस्वेदविधिस्तत्र वर्तयो भोजनानि च। ष्पानानि बस्तयश्चैव शस्तं वातानुलोमनम्॥,"""In that case, the application of oils, sudation therapy, wicks, [appropriate] foods, drinks, and enemas are recommended, as well as the proper regulation of the wind [vāyu].  """,
130,astang_hriday_1_27-589,शकृतः पिण्डिकोद्वेष्टप्रतिश्यायशिरोरुजः। ऊर्ध्ववायुः परीकर्तो हृदयस्योपरोधनम्॥ मुखेन विट्_प्रवृत्तिश्च पूर्वोक्ताश्चामयाः स्मृताः। अङ्गभङ्गाश्मीवस्तिमेढ्रवंक्षणवेदनाः॥,"""Excreta, cramps in the calves, catarrh, headache, upward moving wind, cutting pain, obstruction of the heart, discharge of feces through the mouth, and the diseases mentioned before are remembered [as symptoms]. Breaking of the limbs, stones, pain in the bladder, penis, and groin.  """,
131,astang_hriday_1_27-595,मूत्रस्य रोधात्पूर्वे च प्रायो रोगास्तदौषधम्। वर्त्यभ्यङ्गावगाहाश्च स्वेदनं बस्तिकर्म च॥,"""From the stoppage of urine, the previous diseases generally [occur]. The remedies for these are suppositories (*varti*), massage (*abhyaṅga*), baths (*avagāha*), sweating (*svedana*), and enemas (*basti karma*).  """,
132,astang_hriday_1_27-599,अन्नापानं च विड्_भेदि विड्_रोधोत्थेषु यक्ष्मसु। मूत्रजेषु तु पाने च प्राग्भक्तं श्स्यते घृतम्॥,"""Stool-loosening food and drink [are recommended] in consumptive diseases arising from the stoppage of stool. In those caused by [retention of] urine, ghee is recommended as a drink before meals.  """,
133,astang_hriday_1_27-603,जीर्णान्तिकं चोत्तमया मात्रया योजनाद्वयम्। अवपूडकमेतच्च संज्ञितं	धारणात्पुनः॥,"""And [the distance to] the limit of deterioration is two *yojana*s with the best measure. This is called *avapūḍaka*; again, from holding [it, it is called *dhāraṇā*].  """,
134,astang_hriday_1_27-607,उद्गारस्यारुचिः कम्पो विबन्धो हृदयोरसोः। आध्मानकासहिध्माश्च हिध्मावत्तत्र भेषजम्॥,"""From suppression of belching come anorexia (aruchi), tremor (kampa), and obstruction (vibandha) in the heart (hṛdaya) and chest (uras). Bloating (ādhmāna), cough (kāsa), and hiccups (hidhmā) also occur; in this case, the remedy (bheṣaja) is as for hiccups (hidhmāvat).  """,
135,astang_hriday_1_27-611,शिरोर्तिन्द्रियदौर्बल्यमन्यास्तम्भार्दितं क्षुतेः। तीक्ष्णधूमाञ्जनाघ्राणनावनार्कविलोकनैः॥,"""Headache, weakness of the senses, stiffness of the neck, and facial hemiplegia [result from the suppression] of sneezing. By pungent inhalants, collyria, perfumes, sternutatories, and by looking at the sun,  """,
136,astang_hriday_1_27-615,प्रवर्तयेत्क्षुतिं सक्तां स्नेहस्वेदौ च शीलयेत्। शोषाङ्गसादबाधिर्यसम्मोहभ्रमह्रद्गदाः॥,"""It excites appetite, one should practice oleation and fomentation. Wasting of limbs, languor, deafness, confusion, dizziness, and heart disease [result].  """,
137,astang_hriday_1_27-619,तृष्णाया निग्रहात्तत्र शीतः सर्वो विधिर्हितः। अङ्गभङ्गारुचिग्लानिकार्श्यशूलभ्रमाः क्षुधः॥,"""In this case, every cold application is beneficial for the suppression of thirst (*tṛṣṇā*). Racking pain in the limbs (*aṅga-bhaṅga*), anorexia (*aruci*), fatigue (*glāni*), emaciation (*kārśya*), stitches (*śūla*), and dizziness (*bhrama*) [result] from hunger (*kṣudh*).  """,
138,astang_hriday_1_27-623,तत्र योज्यं लघु स्निग्धमुष्णमल्पं च भोजनम्। ष्निद्राया ष्मोहमूर्धाक्षिगौरवालस्यजृम्भिकाः॥,"""In this case, light, unctuous (*snigdha*), warm (*uṣṇa*), and little food (*alpaṃ bhojanam*) should be taken. From the suppression of sleep [result] stupor (*moha*), heaviness (*gaurava*) of the head (*mūrdha*) and eyes (*akṣi*), indolence (*ālasya*), and yawning (*jṛmbhikāḥ*).  """,
139,astang_hriday_1_27-627,"अङ्गमर्दश्च, तत्रेष्टः स्वप्नः संवाहनानि च। कासस्य रोधत्तद्वृद्धिः श्वासाऽरुचिह्रदामयाः॥","""Also, massage is desired there, as are sleep and gentle rubbing. Suppressing cough causes its increase, as well as dyspnea, anorexia, and heart disease.  """,
140,astang_hriday_1_27-631,"शोषो हिध्मा च, कार्योऽत्र कासहा सुतरां विधिः। गुल्मह्रद्रोगसम्मोहाः श्रमश्वासद्विधारितात्॥","""Wasting and hiccuping [are present]; therefore, a remedy that alleviates cough should be applied especially. Gulma, heart disease, loss of consciousness, fatigue, and two kinds of dyspnea [arise] from holding back.  """,
141,astang_hriday_1_27-635,"हितं विश्रमणं तत्र वातघ्नश्च क्रियाक्रमः। जृम्भायाः क्षववद्रोगाः,सर्वश्चाऽनिलजिद्विधिः॥","""There, rest is beneficial, as is a course of treatment that alleviates *vāta*.  Diseases [are treated] like yawning and sneezing, and all procedures that conquer *anila* (wind).  """,
142,astang_hriday_1_27-639,पीनसाक्षिशिरोह्रद्रुङ्भन्यास्तम्भाऽरुचिभ्रमाः। सगुल्मा बाष्पतस्तत्र स्वपनो मद्यं प्रियाः कथाः॥,"""[Symptoms include] rhinitis, eye and head diseases, heart disease, broken back, stiffness, anorexia, giddiness, abdominal lump, tears, sleepiness, liquor, [and] pleasant stories.  """,
143,astang_hriday_1_27-643,विसर्पकोठकुष्ठाक्षिकण्डूपाण्ड्वामयज्वराः। सकासश्वासह्रल्लासव्यङ्गश्वयथवो वमेः॥,"""Erysipelas, boils, leprosy, itching of the eyes, jaundice, fever, cough, asthma, nausea, freckles, swelling, vomiting.  """,
144,astang_hriday_1_27-647,गण्डूषधूमानाहारा रूक्षं भुक्त्वा तदुद्वमः। व्यायामः स्रुतिरस्रस्य शस्तं चात्र विरेचनम्॥ साक्षारलवणं तैलमभ्यङ्गार्थं च शस्यते। शुक्रात्तत्स्रवणं गुह्यवेदनाश्वयथर्ज्वरः॥,"""Sipping a mouthful [of water] and smoking are not food; after eating rough food, one should vomit it out. Exercise and bloodletting are recommended here, as is purgation. Oil mixed with alkali and salt is recommended for massage. Discharge of semen [results in] pain in the genitals, swelling, and fever.  """,
145,astang_hriday_1_27-653,हृद्व्यथा मूत्रसङ्गाऽङ्ग-भङ्ग-वृद्ध्यश्मषण्ढताः। ताम्रचूडसुराशालिबस्त्यभ्यङ्गाऽवगाहनम्॥,"""[Also resulting from suppressed semen are:] palpitation of the heart (hṛdvyathā), retention of urine (mūtrasaṅga), pain in the limbs (aṅga-bhaṅga), swelling of the testicles (vṛddhyaśma), and impotence (ṣaṇḍhatā). [Recommended treatments are:] cock [meat] (tāmracūḍa), arrack (surā), rice (śāli), enemas (basti), massage (abhyaṅga), and bathing (avagāhanam).  """,
146,astang_hriday_1_27-657,बस्तिशुद्धिकरैः सिद्धं भजेत्क्षीरं प्रियाः स्रियः। तृट्_शूलार्तं त्यजेत् क्षीणं विड्वमं वेगरोधिनम्॥,"""One should partake of milk prepared with *basti*-purifying [drugs], [and] women should partake of what is pleasing. One should avoid [those] afflicted with thirst and colic, [those who are] weak, [those with] fecal vomiting, [and those] suppressing urges.  """,
147,astang_hriday_1_27-662,रोगाः सर्वेऽपि जायन्ते वेगोदीरणधारणैः। निर्दिष्टं साधनं तत्र भूयिष्ठं ये तु तान् प्रति॥,"""All diseases arise from the provocation and suppression of natural urges. Treatment has been specified [here only] for the most common among them. (रोगाः सर्वे ऽपि जायन्ते वेगोदीरणधारणैः । निर्दिष्टं साधनं तत्र भूयिष्ठं ये तु तान् प्रति ॥)  """,
148,astang_hriday_1_27-666,तत्श्चानेकधा प्रायः पवनो यत्प्रकुप्यति। अन्नपानौषधं तस्य युञ्जीताऽतोऽनुलोमनम्॥,"""Then, in many ways, the wind is likely to become disturbed; therefore, one should administer food, drink, and medicine to relieve it.  """,
149,astang_hriday_1_27-670,धारयेत्तु सदा वेगान् हितैषी प्रेत्य चेह च। लोभेर्ष्याद्वेषमात्सर्यरागादीनां जितेन्द्रियः॥,"""However, one desiring well-being both after death and in this life, having subdued [their] senses (jitendriyaḥ), should always (sadā) control the urges of greed (lobha), jealousy (īrṣyā), hatred (dveṣa), envy (mātsarya), passion (rāga), and so on.  """,
150,astang_hriday_1_27-674,यतेत च यथाकालं मलानां शोधनं प्रति। अत्यर्थसञ्चितास्तो हि क्रुद्धाः स्युर्जीवितच्छिदः॥,"""And one should strive at the proper time (yathākālam) to purify the impurities (malānām śodhanam). For those excessively accumulated (atyarthasañcitāḥ), when angered (kruddhāḥ), would be destroyers of life (jīvitacchidaḥ).  """,
151,astang_hriday_1_27-678,दोषाः कदाचित्कुप्यन्ति जिता लङ्घनपाचनैः। ये तु संशोधनैः शुद्धा न तेषां पुनरुद्भवः॥,"""The *doṣas*, even when subdued by fasting and digestive therapies (*laṅghanapācanaiḥ*), can sometimes be aggravated. However, those purified (*śuddhā*) by cleansing therapies (*saṃśodhanaiḥ*) do not recur.  """,
152,astang_hriday_1_27-682,यथाक्रमं यथायोगमत उर्ध्वं प्रयोजयेत्। रसायनानि सिद्धानि वृष्ययोगांश्च कालवित्॥,"""One who knows the right time should thereafter administer perfected elixirs (rasāyana) and aphrodisiac preparations in the proper order and according to the circumstances.  """,
153,astang_hriday_1_27-686,भेषजक्षपिते पथ्यमाहारैर्बृंहणं क्रमात्। शालिषष्टिकगोधूममुद्गमांसघृतादिभिः॥ ह्रृद्यदीपनभैषज्यसंयोगाद्रुचिपक्तिदैः। साभ्यङ्गोद्वर्तनस्नाननिरूहस्नेहबस्तिभिः॥,"""When the illness is suppressed by medicine, nourishing food should be given gradually, with rice, ṣaṣṭika rice, wheat, mung beans, meat, ghee, etc., along with heart-pleasing and digestion-stimulating medicines that create taste and aid digestion, as well as oil massage (abhyanga), powder massage (udvartana), bathing, decoction enema (nirūha), and oil enema (snehabasti).  """,
154,astang_hriday_1_27-692,तथा स लभते शर्म सर्वपावकपाटवम्। धीवर्णेन्द्रियवैपुल्यं वृषतां दैर्ध्यमायुषः॥,"""Likewise, he obtains happiness, the skill of all fire, excellence of intellect, senses, and abundance, virility, and length of life.  """,
155,astang_hriday_1_27-696,ये भूतविषवाय्वग्निक्षतभङ्गादिसम्भवाः। कामक्रोधभयाद्याश्च ते स्युरागन्तवो गदाः॥,"""Those diseases that arise from spirits, poison, wind, fire, wounds, fractures, etc., and also those arising from desire, anger, fear, etc., are adventitious diseases.  """,
156,astang_hriday_1_27-700,त्यागः प्रज्ञाऽपराधानामिन्द्रियोपशमः स्मृतिः। देशकालात्मविज्ञानं सद्वृत्तस्यानुवर्तनम्॥ [अथर्वविहिता शान्तिः प्रतिकूलग्रहार्चनम्। भूताद्यस्पर्शनोपायो निर्दिष्टश्च पृथक् पृथक्।।] अनुत्पत्यै समासेन विधिरेष प्रदर्शितः। निजागन्तुविकाराणामुत्पन्नानां च शान्तये॥,"""Avoidance of offenses against wisdom, assuagement of the senses, [cultivation of] mindfulness, knowledge of [appropriate] place, time, and [one's own] constitution, [and] imitation of the conduct of sages [are recommended].  [Moreover, the pacification prescribed in the *Atharvaveda*, the propitiation of unfavorable planets, and the means of warding off spirits and other such entities have each been separately indicated.]  This method has been concisely shown for the non-arising of innate and adventitious disorders, and for the pacification of those that have arisen.  """,
157,astang_hriday_1_27-708,शातोद्भवं दोषचयं वसन्ते विशोधयन् ग्रीष्मजमभ्रकाले। घनात्यये वार्षिकमाशु सम्यक् प्राप्नोति रोगानृतुजान्न जातु॥,"""By quickly and properly purging in spring the accumulation of humors produced in the cold season, [purging] in the cloudy season [the accumulation] caused in summer, and [purging] at the disappearance of clouds [the accumulation] formed in the rainy season, one never catches the diseases [usually] caused in these seasons. (शितोद्भवं दोषचयं वसन्ते विशोधयन् । ग्रीष्मजम् अभ्राकाले । घनात्यये वार्षिकम् आशु सम्यक् । प्राप्नोति रोगान् ऋतुजान् न जातु ॥)  """,
158,astang_hriday_1_27-714,नित्यं हिताहारविहारसेवी समीक्ष्यकारी विषयेष्वसक्तः। दाता समः सत्यपरः क्षमावान् आप्तोपसेवी च भवत्यरोगः॥,"""[One who is] constantly attentive to wholesome nourishment and deportment, acting upon mature consideration, indifferent to worldly objects, generous (dātā), balanced (samaḥ), intent on truth (satya-paraḥ), and full of patience (kṣamāvān), and [who] keeps to [the company of] the great (āptōpasevī), becomes free from disease (arogaḥ).  """,
159,astang_hriday_1_27-719,इति श्रीवैद्यपतिसिंहगुप्तसूनुश्रीमद्वाग्भटविरचिता- यामष्टाङ्गहृदयसंहितायां सूत्रस्थाने रोगानुत्पादनीयो नाम चतुर्थोऽध्यायः।।4।,"""Thus ends the fourth chapter, named \""Prevention of Diseases,\"" in the Sūtrasthāna of the Aṣṭāṅgahṛdayasaṃhitā, composed by Śrīmad Vāgbhaṭa, son of Śrī Vaidyapati Siṃhagupta.  """,
160,astang_hriday_1_27-721,पञ्चमोऽध्याय अथातो द्रव-द्रव्य-विज्ञानीयमध्यायं व्याख्यास्यामः इति हस्माहुरात्रेयादयो महर्षयः।,"""The fifth chapter: Now, therefore, we shall expound the chapter entitled \""Knowledge of Liquid Substances.\"" Thus said the great sages Ātreya and others.  """,
161,astang_hriday_1_27-725,जीवनं तर्पणं हृद्यं ह्लादि बुद्धिप्रबोधनम्। तन्वव्यक्तरसं मृष्टं शीतं लघ्वमृतोपमम्॥ गङ्गाम्बु नभसो भ्रष्टं स्पृष्टं त्वर्केन्दुमारुतैः। हिताहितत्वे तद्भूयो देशकालावपेक्षते॥ येनाऽभिवृष्टममलं शाल्यन्नं राजतस्थितम् । अक्लिन्नमविवर्णं च तत्पेयं गाङ्गम् अन्यथा॥,"""Life-giving, satiating, pleasing, refreshing, and awakening the intellect; Subtle, with unmanifested taste, delicious, cooling, light, and comparable to nectar; Gaṅgā water, fallen from the sky, touched by the sun, moon, and wind; Its beneficial or harmful nature depends further on place and time. That which is sprinkled with pure Gaṅgā water, rice that is stainless, kept in silver, Undampened, and uncolored—that is worth drinking; otherwise, it is not.  """,
162,astang_hriday_1_27-732,सामुद्रं तन्न पातव्यं मासादाश्वयुजाद्विना। ऐन्द्रमम्बुसुपात्रस्थमविपन्नं सदा पिबेत्॥,"""That oceanic water is not to be drunk except in the month of Āśvayuja. One may always drink Indric water placed in a beautiful cup and unspoiled.  """,
163,astang_hriday_1_27-736,तदभावे च भूमिष्ठमान्तरिक्षानुकारि यत्। शुचिपृथ्वसितश्वेते देशेऽर्कपवनाहतम्॥,"""In the absence of that, [it should be] on the ground, imitating the sky; in a pure, broad, white and bright place, struck by the sun and wind.  """,
164,astang_hriday_1_27-740,न पिबेत्पङ्कशैवाल-तृणपर्णाविलास्तृतम्। सूर्येन्दुपवनादृष्टमभिवृष्टं घनं गुरु॥ फेनिलं जन्तुमत्तप्तं दन्तग्राह्यतिशैत्यतः। अनार्तवं च यद्दिव्यमार्तवं प्रथमं च यत्॥ लूतादितन्तुविण्मूत्रविषसंश्लेषदूषितम्। पश्चिमोदधिगाः शाघ्रवहा याश्तामलोदकाः॥,"""One should not drink [water] that is mixed with mud, algae, grass, leaves, and impurities; [water] unseen by the sun, moon, and wind; [water] that has been heavily rained upon, is dense, and heavy; [water that is] foamy, containing living beings, hot, able to cause teeth to ache due to extreme cold; and unseasonal rain, or the first seasonal rain.  [One should not drink water] contaminated by the mixture of spider webs, etc., excrement, urine, and poison; [or water] that flows to the western ocean, flows quickly, and is not clear.  """,
165,astang_hriday_1_27-748,पथ्याःसमासात्ता नद्यो निपरीतास्त्वतोऽन्यथा। उपालास्फालनाक्षेप-विच्छेदैः खेदितोदकाः॥,"""The rivers, when wholesome, are collected together; otherwise, they are reversed. Their waters are distressed by being dashed against the banks, agitated, thrown about, and broken up.  """,
166,astang_hriday_1_27-752,"हिमवन्मलयोद्भूताः पथ्या,स्ता एव च स्थिराः। कृमिश्लीपदह्रृत्कण्ठ-शिरोरोगान् प्रकुर्वते॥ प्राच्याऽऽवन्त्यपरानतोत्था दुर्नामानि, महेन्द्रजाः। उदरश्लीपदातङ्कान्, सह्यविन्ध्योद्भवाः पुनः॥ कुष्ठपाणडुशिरोरोगान्, दोषध्न्यः पारियात्रजाः। बलपौरुषकारिण्यः, सागराम्भस्रिदोषकृत्॥","""Those originating from the Himālaya and Malaya [mountains] are indeed salutary, but those that are stagnant produce worms, elephantiasis, abdominal diseases, throat diseases, and head diseases. Those rising in the Prācya, Avanti, and Aparānta regions cause hemorrhoids; those coming from the Mahendra [mountains] [cause] abdominal swellings, elephantiasis, and indisposition; those again springing from the Sahya and Vindhya [mountains]…[cause] leprosy, jaundice, and diseases of the head. Those coming from the Pāriyātra [mountains] destroy the [three] *doṣas* and promote strength and virility. Ocean water produces the three *doṣas*.  """,
167,astang_hriday_1_27-762,विद्यात्कूपतडागादीन् जाङ्गलानूपशैलतः। नाम्बु पेयमशक्त्या वा स्वल्पमल्पाग्निगुल्मिभिः॥,"""[Concerning water] from wells, ponds, etc. (kūpa-tadāga-ādīn), from jungle (jāṅgala), swamp (ānūpa), or rock (śaila), no water should be drunk (na ambu peyam), or in case of incapability, little [water should be drunk] by those suffering from weak digestion (alpāgni) and visceral induration (gulmibhiḥ).  """,
168,astang_hriday_1_27-766,पाण्डूदरातिरसार्शो-ग्रहणीशोषशोथिभिः। ऋते शरन्निदाघाभ्यां पिबेत्स्वस्थोऽपि चाल्पशः॥ समस्थूलकृशा भक्त-मध्यान्तप्रथमाम्बुपाः। शीतं मदात्ययग्लानि-मूर्च्छाच्छर्दिश्रमभ्रमान्॥,"""[Those] suffering from jaundice, abdominal swellings, diarrhea, hemorrhoids, dysentery, emaciation, and cutaneous swellings [should drink no water]. Except in autumn and summer, even a healthy person should drink only little. Those who are balanced, obese, or emaciated, and those who drink water at the beginning, middle, and end of a meal [should drink water that is] cold [to alleviate] intoxication, exhaustion, fainting, vomiting, fatigue, and dizziness.  """,
169,astang_hriday_1_27-772,तृष्णोष्णदाहपित्तास्र-विषाण्यम्बु नियच्छति। दीपनं पाचनं कण्ठ्यं लघूष्णं बस्तिशोधनम्॥,"""It alleviates thirst, heat, burning sensations, *pitta*, blood disorders, and poison. It is appetizing (*dīpanam*), digestive (*pācanam*), good for the throat (*kaṇṭhyam*), slightly hot (*laghūṣṇam*), and cleanses the bladder (*bastishodhanam*).  """,
170,astang_hriday_1_27-776,हिध्माऽऽध्मानाऽनिल-श्लेष्म-सद्यः शुद्धिर्नवज्वरे। कासाऽऽम-पीनस-श्वास-पार्श्वरुक्षु च शस्यते॥,"""In new fever, hiccup, flatulence, vāta, kapha, and immediate purification are indicated. It is also recommended in cough, āmadoṣa, coryza, dyspnea, and pain in the sides.  """,
